path,bytes,megabytes,sha256
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/embedding_run_timebin_metrics.csv,298277,0.284,b51caf7d7eb058c63ca00de73f02a89258914db2cb71faa32a22e449d0beb574
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_distinct5_by_family.pdf,18224,0.017,c5f6e133e3bacfac199cc574d718132e01ddefb22933498b8f3746c9539d7489
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_distinct5_by_family.png,66980,0.064,51768e3cc6cfa69bf14e0a6b43f4ca3c32b61f0aae825fa3e1730ae6ce9c76c8
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_gzip_compression_by_family.pdf,18138,0.017,f745c2994d0b178f525493101429da1f94195b9558601cf3a908207e6999bf4a
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_gzip_compression_by_family.png,77219,0.074,4ec64e198c8b44568df6a6eab441feffb467f0cf19a782306effa730ca690c9b
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_pairwise_cosine_by_family.pdf,18175,0.017,7b3183ae764e10dc5c5c113569b57bc45147fe3d7e2ae4a5d6c771fa42e702bc
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_pairwise_cosine_by_family.png,78140,0.075,f7fcd14b2245d7f84bdde2deb6c7d05a1ada1e66c5802dede6ff12f04a73171c
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_vendi_by_family.pdf,17951,0.017,150871000ea782ae51f610743d9218b21976acb12cdcd1531406fdd3402f271e
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/delta_vendi_by_family.png,69321,0.066,c46258a3acccdf312e9121e3aba18be449e65ae6c4d40af60696ee49a7354ba1
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/manifest_included_corpus.pdf,14046,0.013,03c193b3abcc54af18687955056ff432abd14fe2a1fc61de99e09ef8fc0df177
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/figures/manifest_included_corpus.png,82018,0.078,90bd395a287db326450ae5b5b29d09eb06368b6f5896e555e8ddc8c30ae99097
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/first_usage_timeline.csv,589258,0.562,4d9e89c47a0197f1603d71633d60833b38a16ddb427e2dacf62cdf296ef212e6
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/llm_judge/blind_contexts.jsonl,260513065,248.445,0028d11aaa6f82c3f4f0c07c9bd4defbd6600a17f1451d064b4562b76dc97d12
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/llm_judge/blind_judge_results_with_metadata.csv,111530408,106.364,859a6c83bd58eea683088b4a5189306b92581170ba0e56a096dc8b19d8c7d2fe
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/llm_judge/judge_cache.sqlite,56365056,53.754,f6c596745772a94b90a595d77056f8a5948c63e457b39d7e4d416e547490b599
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/llm_judge/prompt_audit_report.md,172,0.0,349402ac2a1cc216e6af8b4317f44eec1d13bd9ad7f013ad75575de9ed5a365e
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/llm_judge_run_deltas.csv,77464,0.074,b59fd7f2697c2678cb9b254525062f7f201fb64d74ae1e3aeab96ef4487f2b41
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/llm_judge_run_timebin_metrics.csv,290050,0.277,b44905fe7cf5a3ca4a77c1f669255606c6f152429896c1b4f5314e2019e5efa5
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/per_run_top_ngrams.csv,516168,0.492,53ed911b0811bed38e432caad8af3beb5d4c50d513a4cf48cf03c48d3a6e2d74
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/post_index.csv,88692985,84.584,cef31b4ed156e910ea6d97e44845a5f7eb1500ce16c7866009571f29e3a5bb3f
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/post_index.jsonl,111470259,106.306,ca44b3d3d87532e8e20e89baf326930c3cfb5ed8d0fd1a542517a9e7825a88c6
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/TOPIC_CONVERGENCE_SUMMARY.md,2700,0.003,f7ef25afe26fb571b2926538888898000ce66367bb6ad0a8be278fa2d125873f
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/embedding_topic_svd_map.pdf,133417,0.127,bd2c6f4c048485f71793d137954af8792b9a9f89680fd09d3acc4140cbc0416c
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/embedding_topic_svd_map.png,525437,0.501,e96050efebbc0461a008972f32e4a21c287e4f0ecbd1b8cb86a24e5dd7159372
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_assignments.csv,11959576,11.406,2697c32359eb7584f9b6147e5b5de338f8aa27d684d350fde5ea4c2bec2a45c4
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_convergence_summary.json,1085,0.001,3f04a1962a8ccfece3d6f38e3b2878cc37f6d75221afdfabcd2eb9eb7bdc4323
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_dominant_share_delta_by_family.pdf,17781,0.017,7d77c0c79be2228c34c93c6dd602b34541913c606ba7c559c1c38db226b38d0a
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_dominant_share_delta_by_family.png,74446,0.071,3424c37522f0b6a44f999716d3fe58239368db815300c5a40148d4372ea46092
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_dominant_share_trajectories.pdf,17833,0.017,e3058db712918951da76eecc675a3dc1d467717d85f0c1e3befdb74f54b46a97
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_dominant_share_trajectories.png,126752,0.121,b4dc1d2d27925b11206d7e844a98d2c21481ab297579a7f7c32ee4fc94fd32ba
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_effective_topics_delta_by_family.pdf,17289,0.016,9e6caf5cdcc9fb98fa60470a38982849ca3c7e08f11f9be851b0560b14a3c288
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_effective_topics_delta_by_family.png,66300,0.063,62d34c5dc42d381f86903f5cedcd27a56b6e8bcbc700875229ad137e6a4190ac
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_effective_topics_trajectories.pdf,16419,0.016,645ea78d62f3f61d2ee145cf86e4aff9ad7b2fd05108e0a07a8b113c5573f255
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_effective_topics_trajectories.png,122148,0.116,9296c9080c8605c60eb6951c3188d1b3a1afa58b358657ee54c795521386f500
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_entropy_delta_by_family.pdf,18200,0.017,1cf99b6102c196d26663179cdc7b0fc1d8758ae6245b960bc95abdd0025fa028
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_entropy_delta_by_family.png,74619,0.071,c4611835603fdd5774e23e55aa908933182b4f63c8a036e10affd1dbc70e4806
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_keywords.csv,878,0.001,2294a07d61ccc9531a6573e98002cb9a6d40fde95acd720b1c56bb3afcd2abe4
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_keywords.md,1006,0.001,50ef65e93d4bdfbe16b09ca7eaa57834120fe6ae792d53d9a2e3cc87e55d3d2b
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_late_distribution_heatmap.pdf,25739,0.025,fd65caa12a89805e794ecb19b19f71cf1fe5786ba3ea30517d4e1d95f1db6acb
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_late_distribution_heatmap.png,148897,0.142,8dba2f3306fcbffe1b1c428b0646fdb2b0d95f7bbafbdc19ce1e3fc19109bf23
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_run_deltas.csv,61104,0.058,8515fd22d58a522e1f8e0adf154f8f2ea64376befccb5f1b032a83e245bc5abc
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_run_timebin_metrics.csv,328572,0.313,c8f65b4fbf8e7cfe33bf33166460206c0cd854e7c32a7316bb33445c342ed09d
analysis/archive-2026-plus-canonical-gemini/ayush_reanalysis/topic_convergence/topic_summary_by_family.csv,4135,0.004,889d472b1a9b58bf837e033ed390426109c3c9530ae6bc74f7fd034950e4b078
analysis/archive-2026-plus-canonical-gemini/combined_report/DETERMINISTIC_METRICS_SUMMARY.md,4366,0.004,ea7928334f2a10500330dcba7da6910bf87e19d9bdb9c843a18c2f0c3fcd6628
analysis/archive-2026-plus-canonical-gemini/combined_report/EMBEDDING_SUMMARY.md,2809,0.003,cae1a4eab5e8acd84067eeefad8c5114bdb3ef96ae782dd4146e0b8a5eebc6e0
analysis/archive-2026-plus-canonical-gemini/combined_report/LLM_JUDGE_SUMMARY.md,1937,0.002,7027f94fdc7abbf7f82f0d060657a0419a8983f6f6800980cd5f3b848edfa76f
analysis/archive-2026-plus-canonical-gemini/combined_report/deterministic_summary_by_family.csv,5296,0.005,8488c2c9665a0aba9201b59fa7a50424fe4c0f6285868781a468b442f4a90247
analysis/archive-2026-plus-canonical-gemini/combined_report/embedding_summary_by_family.csv,3224,0.003,eabca4f7efc591b3308a15acf13bec471576cd8ae6d89175ef6fd7c57a067bc5
analysis/archive-2026-plus-canonical-gemini/combined_report/llm_judge_label_counts.csv,950,0.001,d04995f581a44bb9bf91824635adc19b1c89c6886e40438e951c32ff5f0cad90
analysis/archive-2026-plus-canonical-gemini/combined_report/llm_judge_summary_by_family.csv,9865,0.009,7073c102199df87719018af73461c2415c39708c698c38547a337abd8176d31e
analysis/archive-2026-plus-canonical-gemini/data_manifest.csv,29539,0.028,56d6fcab78536910852625edd159afb4b16a87b95a4d4dd3e3ddd7397ac79661
analysis/archive-2026-plus-canonical-gemini/data_manifest_summary.json,536,0.001,53021054cf54bae12ff61052e1bb88f1a45334673eadaa87ba27343c749705c9
analysis/archive-2026-plus-canonical-gemini/data_manifest_summary.md,397,0.0,657304253b6f37a7a4f1217e8370ef1f682832ba351bedc2cf6ef2e17b4f28a0
analysis/archive-2026-plus-canonical-gemini/embedding_cache.sqlite,842702848,803.664,b2cccef38930a871e1274f7bac76d8573971371e200aa0f693a4e186aa98cc4d
analysis/archive-2026-plus-canonical-gemini/embeddings/qwen-qwen3-embedding-8b-current-included-unique.json,364,0.0,afe1c26f975a4e77df4e93142aad8bf5ec9b6efe7ac69d56d0a651a921dceb29
analysis/archive-2026-plus-canonical-gemini/embeddings/qwen-qwen3-embedding-8b-current-included-unique.npz,438616522,418.297,3411be31ca3ea09b57704dd41b2170baebb5a4bc54a5768e0ccb231b69ddedab
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/agent_participation/concentration.csv,44243,0.042,e5b47762ed9afd7ade108e4e45aea91bd458597824b5a96515e98c69ae7b4e8e
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/compression/compression_run_deltas.csv,32572,0.031,d9cc7b571298cda0fe6f261215651867c5a9416295b204ca82331a3dbf76a8cc
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/compression/compression_run_timebin_metrics.csv,118446,0.113,891a2690bf825f417e4c0e179c33c4bf64aa5d2e6ae4ae9e8904d111dd5d8361
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/lexical_diversity/diversity_metrics.csv,118446,0.113,891a2690bf825f417e4c0e179c33c4bf64aa5d2e6ae4ae9e8904d111dd5d8361
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/lexical_diversity/run_deltas.csv,32572,0.031,d9cc7b571298cda0fe6f261215651867c5a9416295b204ca82331a3dbf76a8cc
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/phrase_diffusion/first_usage_timeline.csv,117974,0.113,aad3eb1389a8306571a54f86c43db676f59b9ea0336eec6ddb45e6fe07cf3636
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/phrase_provenance/per_run_top_ngrams.csv,125754,0.12,bcc9aeda72d416d866776de7d90a1d38124c3901deb5b42f699feeaf867cfe1f
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/semantic_embeddings/embedding_run_deltas.csv,14876,0.014,b4a3c53ed186300e24bab6949af029bc047ea88c6ca7dd0cc66f57038ab5766b
analysis/archive-2026-plus-canonical-gemini/per_family_reports/base_model_as_tool/semantic_embeddings/embedding_run_timebin_metrics.csv,74655,0.071,6c13f755593f45ffaf6d0f81333692f471a8b97eb89abdceda6be4966a73e083
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/agent_participation/concentration.csv,14802,0.014,bf5e8aab54c08c0ce5437e9c4bca421dd14607d1b7052a86eb3c3a704c30b266
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/compression/compression_run_deltas.csv,11545,0.011,c9448b06049a5ec28e69678c8ac931d5c7b2634297d72ce182cbe3d18fedd59e
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/compression/compression_run_timebin_metrics.csv,40558,0.039,2c36697b242d194d21d4c1f1532df18afa7273424d2e7a1e0933f2896ef98aed
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/lexical_diversity/diversity_metrics.csv,40558,0.039,2c36697b242d194d21d4c1f1532df18afa7273424d2e7a1e0933f2896ef98aed
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/lexical_diversity/run_deltas.csv,11545,0.011,c9448b06049a5ec28e69678c8ac931d5c7b2634297d72ce182cbe3d18fedd59e
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/phrase_diffusion/first_usage_timeline.csv,7798,0.007,a36a944c2e864b346d70bfd6f743a2e4e78030ce87506eebc427015fecdabb6e
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/phrase_provenance/per_run_top_ngrams.csv,43894,0.042,39f8dea2be0514f2edd3140136edb4b40f5222f9cc6176ff7536194e3fff34f5
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/semantic_embeddings/embedding_run_deltas.csv,5316,0.005,a431616f0cadeff3e6ca3b1858823bb074aaac4be302844544c61a72663197b0
analysis/archive-2026-plus-canonical-gemini/per_family_reports/mixed_model_roster/semantic_embeddings/embedding_run_timebin_metrics.csv,25725,0.025,f4c73b444eef89d0f4200291aaca0e5037c3a7aee7aa3ef3240be2cf53e35022
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/agent_participation/concentration.csv,18391,0.018,fbd13ce7145cf1b3c684bab7b2d3272c0e24d8960e09a19eb95198c03ef88fd6
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/compression/compression_run_deltas.csv,8136,0.008,da01eb8b8c51d63943cb89366149fd22106271af45c0c0cf6d60b35cf11ff16f
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/compression/compression_run_timebin_metrics.csv,27347,0.026,ebb0a8c1a61a23cd41f9eded8239be8fa0659644798b727b7743684cba7e1f73
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/lexical_diversity/diversity_metrics.csv,27347,0.026,ebb0a8c1a61a23cd41f9eded8239be8fa0659644798b727b7743684cba7e1f73
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/lexical_diversity/run_deltas.csv,8136,0.008,da01eb8b8c51d63943cb89366149fd22106271af45c0c0cf6d60b35cf11ff16f
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/phrase_diffusion/first_usage_timeline.csv,13290,0.013,971d54d3f13687b4de4cab8a71a8ecb29b93104c04c4bc94bf262be8c93d6be0
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/phrase_provenance/per_run_top_ngrams.csv,52570,0.05,8659e61bd5ec9d77b0f5e5079c8ea975e2ea4ad8c26934d6c363d2d308650a33
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/semantic_embeddings/embedding_run_deltas.csv,3427,0.003,f07a5ca21cded980a613d643bccc3804b3fbd7e8af325a66fc6c9804dcd76945
analysis/archive-2026-plus-canonical-gemini/per_family_reports/obsession_prompting/semantic_embeddings/embedding_run_timebin_metrics.csv,16962,0.016,01ac72696e7624cfecf8ad6c9efe98920e4d6faf136d6d67d06ccaf2a5be9389
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/agent_participation/concentration.csv,108143,0.103,bc2fafb085e351873e9b1713764f364a7640798048f4af970d48aecdc624e4fa
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/compression/compression_run_deltas.csv,81306,0.078,18d075c5f4ea8595e3a4adb219c6dbb648ac0eb3dabb8e89a09eb43174ab06c2
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/compression/compression_run_timebin_metrics.csv,299271,0.285,62aa5be92562ef4263c781488af29a437a7b287d934705f0edebc6dc0bca82f0
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/lexical_diversity/diversity_metrics.csv,299271,0.285,62aa5be92562ef4263c781488af29a437a7b287d934705f0edebc6dc0bca82f0
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/lexical_diversity/run_deltas.csv,81306,0.078,18d075c5f4ea8595e3a4adb219c6dbb648ac0eb3dabb8e89a09eb43174ab06c2
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/phrase_diffusion/first_usage_timeline.csv,450883,0.43,c0de883de5c5895195d6b97fe255e18f7130dce1831227dd5b40c036e4a08e90
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/phrase_provenance/per_run_top_ngrams.csv,294454,0.281,11d1814a2ce68dc94e330df923a1310fd67dbdbd845b3719e0e04616c623ea74
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/semantic_embeddings/embedding_run_deltas.csv,35298,0.034,5ce84e7c66bc720d2fd16a2908e52378f54292af9d1bd4c71492dfac1076eb83
analysis/archive-2026-plus-canonical-gemini/per_family_reports/single_model_final/semantic_embeddings/embedding_run_timebin_metrics.csv,182066,0.174,791e501d94ff8c6afed571f58702e3aa615ab1909009ca00b5e5d21a1300633a
provenance/github_branch.txt,37,0.0,f1b990f2fa356675e78017563340c0d9b4d8c96ee80ebed3d6cc772df4fbffbf
provenance/github_branch_url.txt,79,0.0,59533928172892940f8814362e3939e6313a4d37797502cb085122460863a0a9
provenance/github_commit.txt,41,0.0,0cd5bfa18243df1277d004b4188a120f95e8d751a4e10e252665626a684f589f
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/agents.jsonl,2686,0.003,212f179008ee2831dc66293dcaee33ed3fb6cae6d509937fe9088969139655a7
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/comments.jsonl,389,0.0,ef09de8cc60d90cec4c38acf4c121916e1f72b8ee4b264d3351eda8ada3c4715
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/database-final.sql,654383,0.624,13f14b73524693dc2aa8db4d00a47969c9854df1dfd660c7f803c698fc88c58b
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_alpha.log,239649,0.229,edfa3f1d7b231ec79f6e4c0ba8989a89eac3f9631252668d80353e96503bddce
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_beta.log,292873,0.279,a30f0db74971ee89e285fedf693b500031aef0fa20728d88c508db0579872538
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_delta.log,268686,0.256,a16043228164e57432e6b8d8aa94951b62c556372054b3cd307ef05ffa2a045f
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_epsilon.log,272840,0.26,1d23c7bac67dc6f0678ccb9aeb832181376a50f32ca38ff61ccc643c4eb2e9d0
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_eta.log,238689,0.228,e8f99be053ad248b52c6561a3c32ac0d523f1d7f9eddee279d3c0aa9db4a3dc9
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_gamma.log,316779,0.302,ef5898b3860335f48e59903dec56133a319f23e11136f47f487d786375df73f0
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_iota.log,353302,0.337,9649e260f57370308161e049fd25385a2cf6a0e65e7ad9af0d536dc3fcfdfcd2
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_kappa.log,342682,0.327,cde0df045a8a43b35b27b280063c36a113d0ea38c0b52156d1356db75a45476c
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_theta.log,257621,0.246,39e5150b18f5fef4ad197778e9e313bacb525485ff3d71fb9ee98fe84af4f4ca
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/agent-agent_zeta.log,249494,0.238,eba790b4a4b67a8bb741398d0911788722a2d47393e9a6cb44624d872536af0f
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/api.log,103101,0.098,ce61578e88b5d472af3588b8da95c81b0f113e293d9303d995d65937c6eeafad
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/content-gen.log,1615,0.002,0db06c458f28c567e29338592c4822ba51fb6d814ec71466e9243c83de1d3361
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/postgres.log,4967,0.005,1eaf4481848dfbeea072e7d16ac3646ce15d28fb9d41617b4721afe434797d9a
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/logs/redis.log,977,0.001,97c4ae831fae4cd6b21906991e0cd1a6823da5529b6bf9ab207b5a8aef059d6f
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/metadata.json,479,0.0,4d64d4df9186f0f595f4ba1585175c95e9741f24dd549c66d9c00870aafc3316
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi/posts.jsonl,466439,0.445,0465e9262fe17fe4f15fdc6ef1c5a923e4eb95ee3b6982fd2a6cf758ecef3fcc
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/agents.jsonl,2686,0.003,8ec376915319c8525f6a1d0d7081e73ae0c52d260e16c9e9d550addcc64c1d5d
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/comments.jsonl,2467,0.002,125794eb9e9ff98788656779fa29db57a2ffc4185fca0928f534f6dbc7b30348
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/database-final.sql,876362,0.836,a9a11e16a99154fcacd7253543608a0150e363367c82c367534aa3d7e2b75967
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_alpha.log,354716,0.338,7d125ac7dea6e3a912febe94cf87581839fa5fb993a8fa670c17b33b45900b9d
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_beta.log,264621,0.252,360c3271f2daf21da61ff40f597cf521d5f7396cfe1be0ab059c6e26006bac6f
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_delta.log,342441,0.327,08be2a7721a6d1270124ee3a775e56195dbb57f268b96663c563a0b4182d4e69
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_epsilon.log,328093,0.313,cb397502e544f7759ccceb33f31998da8314c09ca9ac12ee5716b9d5e8c5ca5d
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_eta.log,276710,0.264,38451849efbbed98568a35086c66da6130cdaecc8dd7f23afa68df791b46acaf
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_gamma.log,363466,0.347,6b7eb9db7a0c6857fc833f50d2f4bbf17c5ae0f56d97ac6aba781650fe6f6768
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_iota.log,262152,0.25,72ddac1a3b3f9433484ca886e0b8eba03326c448237e4728f5063708ae248748
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_kappa.log,229491,0.219,c3f4d918e69e145ebe52ef598f1b1c5996e5d7a809c6ca4527f7d344700e7ac2
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_theta.log,271258,0.259,a842d53bc1994e0a1c5777f0c6a0793eb925e62df44fd8a90fba2375a74eaa18
raw_data/curated_20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech/logs/agent-agent_zeta.log,353832,0.337,ffedf42c5b129ddee282e2e22580b90dd04fd5d70981604c723a288c10bae3a6
