dataset_source,group,run_id,run_path,model_family,condition,scale,n_posts,n_nonseed,mean_pairwise_cosine,dominant_cluster,dominant_cluster_share
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag25,n10,270,270,0.396513283252716,30,0.4037037037037037
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag5,n10,154,154,0.326012909412384,18,0.4090909090909091
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,dom-agi,n10,53,53,0.3391780257225036,33,0.3396226415094339
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,dom-tech,n10,51,51,0.3027052283287048,35,0.2745098039215686
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag0,n10,55,55,0.292445033788681,35,0.3090909090909091
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag1,n10,56,56,0.2202549129724502,35,0.3035714285714285
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag25,n10,45,45,0.3255138397216797,25,0.1777777777777777
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,google/gemini-3.1-flash-lite-preview,mag5,n10,64,64,0.3564289212226867,30,0.375
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore-v2/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag0,n10,52,52,0.4007549881935119,40,0.7115384615384616
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-agi,n10,25,25,0.4514091610908508,35,0.96
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-tech,n10,20,20,0.6514315009117126,35,0.9
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag0,n10,17,17,0.4856274425983429,20,0.7058823529411765
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag1,n10,15,15,0.5519276261329651,35,1.0
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag25,n10,37,37,0.4190090596675873,35,0.5405405405405406
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-10mins-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag5,n10,11,11,0.6953035593032837,33,0.5454545454545454
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-agi,n10,119,119,0.2859026193618774,40,0.4117647058823529
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-tech,n10,112,112,0.3443662524223327,20,0.6785714285714286
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag0,n10,105,105,0.2834559381008148,20,0.2952380952380952
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag1,n10,131,131,0.3876240253448486,36,0.6106870229007634
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag25,n10,76,76,0.3928189575672149,36,0.8421052631578947
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-h100-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag5,n10,93,93,0.3486333787441253,40,0.4731182795698925
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-agi,n10,49,49,0.36114102602005,20,0.6530612244897959
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,dom-tech,n10,51,51,0.6295469999313354,40,0.4901960784313725
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag0,n10,73,73,0.4183540046215057,40,0.6575342465753424
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag1,n10,33,33,0.7223777174949646,20,0.4848484848484848
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag25,n10,34,34,0.364275187253952,40,0.4411764705882353
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base-server-fetch-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260407,olmo3-32b-base,mag5,n10,36,36,0.3378232419490814,40,0.3888888888888889
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-agi,n10,237,212,0.4202131032943725,20,0.3713080168776371
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,dom-tech,n10,315,290,0.3690465092658996,20,0.4095238095238095
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag0,n10,382,382,0.2774149179458618,40,0.4031413612565445
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag1,n10,228,227,0.4810088574886322,36,0.8377192982456141
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag25,n10,250,225,0.2642905712127685,36,0.34
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-base,mag5,n10,254,249,0.2930971980094909,36,0.6614173228346457
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore-v2/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,50,50,0.5690149664878845,4,0.48
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore-v3/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag25,n10,78,53,0.3196441531181335,32,0.3846153846153846
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-agi,n10,62,62,0.660999059677124,4,0.8709677419354839
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-tech,n10,48,48,0.6345288157463074,4,0.8541666666666666
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag0,n10,70,70,0.5731231570243835,26,0.4857142857142857
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag1,n10,43,43,0.7507087588310242,4,1.0
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag25,n10,44,44,0.6841172575950623,17,0.3636363636363636
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-10mins-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag5,n10,25,25,0.7388022541999817,4,1.0
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-agi,n10,310,310,0.4938623905181885,22,0.3451612903225806
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-tech,n10,288,288,0.4814446568489074,22,0.2986111111111111
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,178,178,0.4554836452007293,4,0.4382022471910112
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag1,n10,269,269,0.4602532684803009,4,0.4684014869888476
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag25,n10,305,305,0.5208135843276978,26,0.3081967213114754
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-pre-seed-fix-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,147,147,0.6201097369194031,4,0.8435374149659864
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-agi,n10,271,271,0.6328336000442505,21,0.8560885608856088
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,dom-tech,n10,178,178,0.6275869607925415,21,0.4438202247191011
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag0,n10,317,317,0.6385173797607422,21,0.7665615141955836
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag1,n10,187,187,0.6100106835365295,26,0.4919786096256685
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag25,n10,186,186,0.6555161476135254,4,0.478494623655914
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,olmo3-32b-instruct,mag5,n10,158,158,0.661226749420166,4,0.5569620253164557
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-agi,n10,309,284,0.4481406509876251,22,0.3883495145631068
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,dom-tech,n10,283,258,0.3701402246952057,4,0.3180212014134275
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,297,297,0.4609661102294922,4,0.2996632996632997
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag1,n10,471,470,0.5154783129692078,22,0.5944798301486199
archive-2026,base-model,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag25,n10,376,351,0.3876306414604187,9,0.2446808510638297
archive-2026,base-model,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,464,459,0.5346193313598633,22,0.6961206896551724
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/mag0-contaminated-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag0,n10,226,221,0.4123787879943847,17,0.1991150442477876
archive-2026,base-model,bm-mag5-n10-run04-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/mag5-cancelled-ignore/bm-mag5-n10-run04-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,5,0,0.3837133049964905,32,1.0
archive-2026,base-model,bm-mag5-n10-run05-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/mag5-cancelled-ignore/bm-mag5-n10-run05-gemini-3.1-flash-lite-preview-20260408,olmo3-32b-instruct,mag5,n10,5,0,0.3837133646011352,32,1.0
archive-2026,base-model,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,dom-agi,n10,29,29,0.2268635630607605,35,0.5517241379310345
archive-2026,base-model,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,dom-tech,n10,82,82,0.2604820728302002,35,0.3292682926829268
archive-2026,base-model,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,mag0,n10,25,25,0.2468555122613906,35,0.48
archive-2026,base-model,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260405,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260405,olmo3-32b-think,mag1,n10,23,23,0.2279307693243026,35,0.6521739130434783
