physical_run_key,run_uid,run_id,source_path,source_short,internal_family_label,condition,bin_idx,bin_label,n_judged,collapse_index,novelty,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity
071b1111ea14702baa81d46e561002e9e8421824::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,single_model_final,mag1,2,30-45m,135,4.385185185185185,1.6814814814814816,4.266666666666667,4.792592592592593,4.57037037037037,3.977777777777778
071b1111ea14702baa81d46e561002e9e8421824::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,single_model_final,mag1,3,45-60m,96,4.266666666666667,1.6979166666666667,4.135416666666667,4.729166666666667,4.302083333333333,3.8645833333333335
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,mag25,0,0-15m,94,4.153191489361701,2.127659574468085,3.872340425531915,4.829787234042553,3.9148936170212765,4.276595744680851
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,mag25,1,15-30m,61,4.193442622950819,2.1639344262295084,3.8852459016393444,4.868852459016393,3.9672131147540983,4.409836065573771
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,mag25,2,30-45m,41,4.219512195121951,2.1951219512195124,3.8536585365853657,4.853658536585366,4.097560975609756,4.487804878048781
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,mag25,3,45-60m,29,4.4,2.0344827586206895,3.9655172413793105,4.9655172413793105,4.379310344827586,4.724137931034483
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,mag0,0,0-15m,73,4.252054794520547,2.0684931506849313,3.9178082191780823,4.876712328767123,4.123287671232877,4.410958904109589
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,mag0,1,15-30m,77,4.3194805194805195,2.1298701298701297,3.896103896103896,4.896103896103896,4.415584415584416,4.51948051948052
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,mag0,2,30-45m,59,4.2542372881355925,2.135593220338983,3.847457627118644,4.8474576271186445,4.372881355932203,4.338983050847458
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,mag0,3,45-60m,42,4.361904761904762,2.142857142857143,3.9523809523809526,4.928571428571429,4.5476190476190474,4.523809523809524
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,mag25,0,0-15m,73,4.361643835616438,2.0136986301369864,4.013698630136986,4.917808219178082,4.424657534246576,4.465753424657534
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,mag25,1,15-30m,32,4.456250000000001,1.96875,4.09375,4.9375,4.53125,4.6875
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,mag25,2,30-45m,32,4.38125,2.03125,3.96875,4.90625,4.53125,4.53125
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,mag25,3,45-60m,13,4.36923076923077,1.9230769230769231,4.076923076923077,4.846153846153846,4.384615384615385,4.461538461538462
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,mag0,0,0-15m,114,4.107017543859649,1.8596491228070176,4.052631578947368,4.728070175438597,4.184210526315789,3.4298245614035086
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,mag0,1,15-30m,126,4.274603174603174,1.7777777777777777,4.166666666666667,4.801587301587301,4.309523809523809,3.873015873015873
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,mag0,2,30-45m,144,4.331944444444445,1.7222222222222223,4.222222222222222,4.840277777777778,4.423611111111111,3.8958333333333335
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,mag0,3,45-60m,96,4.347916666666667,1.8541666666666667,4.15625,4.9375,4.583333333333333,3.9166666666666665
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,dom-tech,0,0-15m,140,4.488571428571429,1.6285714285714286,4.414285714285715,4.921428571428572,4.671428571428572,4.064285714285714
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,dom-tech,1,15-30m,140,4.847142857142856,1.2142857142857142,4.814285714285714,4.992857142857143,4.978571428571429,4.664285714285715
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,dom-tech,2,30-45m,141,4.839716312056738,1.2269503546099292,4.808510638297872,5.0,4.98581560283688,4.631205673758865
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,dom-tech,3,45-60m,80,4.8625,1.2125,4.825,5.0,4.9875,4.7125
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,dom-agi,0,0-15m,154,4.315584415584416,1.8311688311688312,4.1558441558441555,4.8311688311688314,4.623376623376624,3.7987012987012987
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,dom-agi,1,15-30m,141,4.544680851063831,1.50354609929078,4.49645390070922,4.872340425531915,4.76595744680851,4.092198581560283
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,dom-agi,2,30-45m,112,4.578571428571428,1.5178571428571428,4.508928571428571,4.919642857142857,4.821428571428571,4.160714285714286
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,dom-agi,3,45-60m,57,4.498245614035088,1.6666666666666667,4.350877192982456,4.87719298245614,4.771929824561403,4.157894736842105
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,mag25,0,0-15m,141,4.445390070921985,1.7588652482269505,4.3120567375886525,4.921985815602837,4.6879432624113475,4.0638297872340425
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,mag25,1,15-30m,100,4.718,1.43,4.59,5.0,4.95,4.48
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,mag25,2,30-45m,87,4.671264367816091,1.528735632183908,4.528735632183908,4.977011494252873,4.908045977011494,4.471264367816092
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,mag25,3,45-60m,18,4.688888888888889,1.5,4.444444444444445,5.0,5.0,4.5
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,mag25,0,0-15m,142,4.207042253521125,2.056338028169014,3.880281690140845,4.809859154929577,4.211267605633803,4.190140845070423
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,mag25,1,15-30m,70,4.288571428571428,2.057142857142857,3.9,4.885714285714286,4.271428571428571,4.442857142857143
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,mag25,2,30-45m,28,4.392857142857142,2.0357142857142856,3.9285714285714284,4.892857142857143,4.642857142857143,4.535714285714286
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,mag25,3,45-60m,19,4.2631578947368425,2.1052631578947367,3.8421052631578947,4.842105263157895,4.473684210526316,4.2631578947368425
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,dom-agi,0,0-15m,181,4.21878453038674,2.110497237569061,3.834254143646409,4.801104972375691,4.237569060773481,4.331491712707182
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,dom-agi,1,15-30m,127,4.108661417322835,2.1181102362204722,3.7874015748031495,4.677165354330708,3.937007874015748,4.25984251968504
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,dom-agi,2,30-45m,46,4.2043478260869565,2.0869565217391304,3.869565217391304,4.826086956521739,4.043478260869565,4.369565217391305
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,dom-agi,3,45-60m,19,4.273684210526316,2.0,4.0,4.7368421052631575,4.315789473684211,4.315789473684211
