condition,feature_artifact,feature_call_to_action,feature_checklist,feature_falsifier,feature_has_bullets,feature_has_numbered_list,feature_if_then,feature_imperative_open,feature_ledger,feature_linebreak_rich,feature_owner,feature_proof_of_work,feature_question_open,feature_receipt,feature_report_back,feature_rollback,feature_rubric,scale,segment
dom-agi,0.1,0.65,0.0,0.0,0.0,0.0,0.05,0.3,0.7,0.0,0.7,0.0,0.15,0.65,0.15,0.45,0.0,n10,last_agent_posts
dom-agi,0.14655172413793102,0.5,0.04310344827586207,0.0,0.0,0.0,0.017241379310344827,0.4224137931034483,0.5086206896551724,0.0,0.5517241379310345,0.0,0.15517241379310345,0.39655172413793105,0.034482758620689655,0.47413793103448276,0.0,n10,late_window
dom-tech,0.6347305389221557,0.5469061876247505,0.11177644710578842,0.34930139720558884,0.0,0.0,0.027944111776447105,0.4810379241516966,0.017964071856287425,0.0,0.10778443113772455,0.017964071856287425,0.03792415169660679,0.029940119760479042,0.06187624750499002,0.00998003992015968,0.029940119760479042,n10,overall
dom-tech,0.67,0.37,0.16,0.19,0.0,0.0,0.03,0.34,0.0,0.0,0.11,0.02,0.08,0.0,0.03,0.0,0.07,n10,window_0
dom-tech,0.75,0.56,0.13,0.41,0.0,0.0,0.0,0.54,0.04,0.0,0.33,0.05,0.02,0.01,0.1,0.03,0.04,n10,window_1
dom-tech,0.71,0.59,0.07,0.61,0.0,0.0,0.07,0.46,0.03,0.0,0.05,0.01,0.03,0.0,0.06,0.02,0.03,n10,window_2
dom-tech,0.65,0.65,0.14,0.29,0.0,0.0,0.04,0.53,0.01,0.0,0.04,0.01,0.05,0.07,0.09,0.0,0.0,n10,window_3
dom-tech,0.39603960396039606,0.5643564356435643,0.0594059405940594,0.24752475247524752,0.0,0.0,0.0,0.5346534653465347,0.009900990099009901,0.0,0.009900990099009901,0.0,0.009900990099009901,0.06930693069306931,0.0297029702970297,0.0,0.009900990099009901,n10,window_4
dom-tech,0.25,0.25,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,n10,first_agent_posts
dom-tech,0.3,0.6,0.05,0.3,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,n10,last_agent_posts
dom-tech,0.4365079365079365,0.5714285714285714,0.07142857142857142,0.23809523809523808,0.0,0.0,0.0,0.5,0.007936507936507936,0.0,0.023809523809523808,0.0,0.015873015873015872,0.09523809523809523,0.031746031746031744,0.0,0.007936507936507936,n10,late_window
mag0,0.006914433880726016,0.7225583405358686,0.03802938634399308,0.04148660328435609,0.0,0.0,0.018150388936905792,0.37337942955920483,0.001728608470181504,0.0,0.06914433880726016,0.0,0.06482281763180639,0.00432152117545376,0.032843560933448576,0.02247191011235955,0.007778738115816767,n20,overall
mag0,0.012987012987012988,0.7705627705627706,0.09956709956709957,0.021645021645021644,0.0,0.0,0.030303030303030304,0.38095238095238093,0.0,0.0,0.004329004329004329,0.0,0.06493506493506493,0.0,0.06493506493506493,0.0,0.03463203463203463,n20,window_0
mag0,0.008658008658008658,0.7229437229437229,0.030303030303030304,0.05194805194805195,0.0,0.0,0.021645021645021644,0.42424242424242425,0.0,0.0,0.025974025974025976,0.0,0.047619047619047616,0.0,0.030303030303030304,0.05627705627705628,0.004329004329004329,n20,window_1
mag0,0.004329004329004329,0.7012987012987013,0.017316017316017316,0.0735930735930736,0.0,0.0,0.012987012987012988,0.3722943722943723,0.004329004329004329,0.0,0.09956709956709957,0.0,0.05627705627705628,0.0,0.0,0.025974025974025976,0.0,n20,window_2
mag0,0.004329004329004329,0.7316017316017316,0.021645021645021644,0.05194805194805195,0.0,0.0,0.008658008658008658,0.35064935064935066,0.0,0.0,0.11688311688311688,0.0,0.06493506493506493,0.004329004329004329,0.03463203463203463,0.017316017316017316,0.0,n20,window_3
mag0,0.004291845493562232,0.6866952789699571,0.02145922746781116,0.008583690987124463,0.0,0.0,0.017167381974248927,0.33905579399141633,0.004291845493562232,0.0,0.09871244635193133,0.0,0.09012875536480687,0.017167381974248927,0.034334763948497854,0.012875536480686695,0.0,n20,window_4
mag0,0.02564102564102564,0.6923076923076923,0.10256410256410256,0.0,0.0,0.0,0.05128205128205128,0.46153846153846156,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.02564102564102564,0.0,0.05128205128205128,n20,first_agent_posts
mag0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.1282051282051282,0.0,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.0,0.0,n20,last_agent_posts
mag0,0.006896551724137931,0.6931034482758621,0.020689655172413793,0.013793103448275862,0.0,0.0,0.013793103448275862,0.33793103448275863,0.0034482758620689655,0.0,0.1,0.0,0.08275862068965517,0.013793103448275862,0.03103448275862069,0.013793103448275862,0.0,n20,late_window
mag1,0.0019065776930409914,0.4918970448045758,0.015252621544327931,0.2917063870352717,0.0,0.0,0.042897998093422304,0.4775977121067683,0.0,0.0,0.008579599618684462,0.0,0.11058150619637751,0.4652049571020019,0.015252621544327931,0.0219256434699714,0.0019065776930409914,n20,overall
mag1,0.004784688995215311,0.47368421052631576,0.03827751196172249,0.2679425837320574,0.0,0.0,0.03827751196172249,0.49282296650717705,0.0,0.0,0.004784688995215311,0.0,0.10526315789473684,0.5741626794258373,0.023923444976076555,0.0,0.009569377990430622,n20,window_0
mag1,0.0,0.45454545454545453,0.009569377990430622,0.3588516746411483,0.0,0.0,0.03827751196172249,0.3827751196172249,0.0,0.0,0.0,0.0,0.15311004784688995,0.4354066985645933,0.0,0.023923444976076555,0.0,n20,window_1
mag1,0.0,0.5263157894736842,0.009569377990430622,0.36363636363636365,0.0,0.0,0.0430622009569378,0.5023923444976076,0.0,0.0,0.014354066985645933,0.0,0.11004784688995216,0.430622009569378,0.023923444976076555,0.028708133971291867,0.0,n20,window_2
mag1,0.004784688995215311,0.4880382775119617,0.009569377990430622,0.24880382775119617,0.0,0.0,0.05263157894736842,0.5119617224880383,0.0,0.0,0.023923444976076555,0.0,0.11483253588516747,0.45933014354066987,0.014354066985645933,0.03349282296650718,0.0,n20,window_3
mag1,0.0,0.5164319248826291,0.009389671361502348,0.22065727699530516,0.0,0.0,0.04225352112676056,0.49765258215962443,0.0,0.0,0.0,0.0,0.07042253521126761,0.4272300469483568,0.014084507042253521,0.023474178403755867,0.0,n20,window_4
mag1,0.0,0.425,0.025,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.425,0.075,0.0,0.0,n20,first_agent_posts
mag1,0.0,0.55,0.0,0.275,0.0,0.0,0.05,0.475,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.05,0.0,n20,last_agent_posts
mag1,0.0038022813688212928,0.5095057034220533,0.011406844106463879,0.23574144486692014,0.0,0.0,0.053231939163498096,0.5019011406844106,0.0,0.0,0.0076045627376425855,0.0,0.07984790874524715,0.41825095057034223,0.019011406844106463,0.022813688212927757,0.0,n20,late_window
mag5,0.5163841807909605,0.7796610169491526,0.03954802259887006,0.10508474576271186,0.0,0.0,0.02824858757062147,0.5570621468926553,0.01807909604519774,0.0,0.0022598870056497176,0.005649717514124294,0.08926553672316384,0.061016949152542375,0.010169491525423728,0.003389830508474576,0.01694915254237288,n20,overall
mag5,0.5988700564971752,0.7175141242937854,0.12429378531073447,0.1864406779661017,0.0,0.0,0.03389830508474576,0.480225988700565,0.05649717514124294,0.0,0.011299435028248588,0.0,0.10734463276836158,0.03389830508474576,0.02824858757062147,0.0,0.06779661016949153,n20,window_0
mag5,0.8700564971751412,0.8248587570621468,0.01694915254237288,0.062146892655367235,0.0,0.0,0.062146892655367235,0.672316384180791,0.011299435028248588,0.0,0.0,0.0,0.05649717514124294,0.01694915254237288,0.011299435028248588,0.0,0.011299435028248588,n20,window_1
mag5,0.536723163841808,0.8418079096045198,0.01694915254237288,0.05084745762711865,0.0,0.0,0.01694915254237288,0.6779661016949152,0.01694915254237288,0.0,0.0,0.01694915254237288,0.062146892655367235,0.0903954802259887,0.005649717514124294,0.0,0.005649717514124294,n20,window_2
mag5,0.3050847457627119,0.807909604519774,0.022598870056497175,0.096045197740113,0.0,0.0,0.022598870056497175,0.5254237288135594,0.005649717514124294,0.0,0.0,0.0,0.096045197740113,0.11299435028248588,0.005649717514124294,0.01694915254237288,0.0,n20,window_3
mag5,0.2711864406779661,0.7062146892655368,0.01694915254237288,0.12994350282485875,0.0,0.0,0.005649717514124294,0.4293785310734463,0.0,0.0,0.0,0.011299435028248588,0.12429378531073447,0.05084745762711865,0.0,0.0,0.0,n20,window_4
mag5,0.23684210526315788,0.5789473684210527,0.21052631578947367,0.2631578947368421,0.0,0.0,0.02631578947368421,0.5,0.05263157894736842,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842,0.02631578947368421,0.0,0.21052631578947367,n20,first_agent_posts
mag5,0.2894736842105263,0.7894736842105263,0.0,0.05263157894736842,0.0,0.0,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,0.0,0.0,0.0,n20,last_agent_posts
mag5,0.26126126126126126,0.7207207207207207,0.02252252252252252,0.12612612612612611,0.0,0.0,0.0045045045045045045,0.42342342342342343,0.0,0.0,0.0,0.009009009009009009,0.12162162162162163,0.05405405405405406,0.0,0.0,0.0,n20,late_window
mag25,0.178687761749651,0.7417403443462075,0.023266635644485806,0.536063285248953,0.0,0.0,0.015355979525360632,0.41088878548161933,0.005583992554676594,0.0,0.02280130293159609,0.0,0.056305258259655655,0.36482084690553745,0.010237319683573755,0.034434620753839,0.0,n20,overall
mag25,0.12121212121212122,0.7342657342657343,0.04195804195804196,0.5827505827505828,0.0,0.0,0.02097902097902098,0.4172494172494173,0.002331002331002331,0.0,0.011655011655011656,0.0,0.04895104895104895,0.32634032634032634,0.02564102564102564,0.016317016317016316,0.0,n20,window_0
mag25,0.18414918414918416,0.7762237762237763,0.02564102564102564,0.585081585081585,0.0,0.0,0.02564102564102564,0.42424242424242425,0.011655011655011656,0.0,0.018648018648018648,0.0,0.055944055944055944,0.43123543123543123,0.009324009324009324,0.02097902097902098,0.0,n20,window_1
mag25,0.14685314685314685,0.7645687645687645,0.03496503496503497,0.5151515151515151,0.0,0.0,0.02564102564102564,0.40326340326340326,0.009324009324009324,0.0,0.027972027972027972,0.0,0.05128205128205128,0.3939393939393939,0.002331002331002331,0.037296037296037296,0.0,n20,window_2
mag25,0.2331002331002331,0.7389277389277389,0.009324009324009324,0.5128205128205128,0.0,0.0,0.004662004662004662,0.44522144522144524,0.002331002331002331,0.0,0.03263403263403263,0.0,0.06526806526806526,0.3473193473193473,0.006993006993006993,0.037296037296037296,0.0,n20,window_3
mag25,0.20785219399538107,0.6951501154734411,0.004618937644341801,0.48498845265588914,0.0,0.0,0.0,0.3648960739030023,0.0023094688221709007,0.0,0.023094688221709007,0.0,0.06004618937644342,0.325635103926097,0.006928406466512702,0.06004618937644342,0.0,n20,window_4
mag25,0.025,0.525,0.125,0.425,0.0,0.0,0.025,0.375,0.0,0.0,0.025,0.0,0.025,0.0,0.025,0.025,0.0,n20,first_agent_posts
mag25,0.175,0.725,0.0,0.575,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.05,0.125,0.0,0.0,0.0,n20,last_agent_posts
mag25,0.2211895910780669,0.7118959107806692,0.007434944237918215,0.4851301115241636,0.0,0.0,0.0,0.38661710037174724,0.0018587360594795538,0.0,0.022304832713754646,0.0,0.05947955390334572,0.3271375464684015,0.011152416356877323,0.06133828996282528,0.0,n20,late_window
dom-agi,0.11612903225806452,0.6682027649769585,0.0423963133640553,0.0009216589861751152,0.0,0.0,0.01566820276497696,0.5170506912442396,0.030414746543778803,0.0,0.2064516129032258,0.0,0.08018433179723503,0.3686635944700461,0.004608294930875576,0.22580645161290322,0.0009216589861751152,n20,overall
dom-agi,0.2304147465437788,0.5990783410138248,0.07373271889400922,0.004608294930875576,0.0,0.0,0.02304147465437788,0.4976958525345622,0.004608294930875576,0.0,0.18433179723502305,0.0,0.07373271889400922,0.24423963133640553,0.009216589861751152,0.17972350230414746,0.0,n20,window_0
dom-agi,0.10138248847926268,0.631336405529954,0.03686635944700461,0.0,0.0,0.0,0.009216589861751152,0.46543778801843316,0.03686635944700461,0.0,0.23963133640552994,0.0,0.07373271889400922,0.41013824884792627,0.009216589861751152,0.20276497695852536,0.004608294930875576,n20,window_1
dom-agi,0.06912442396313365,0.6866359447004609,0.02304147465437788,0.0,0.0,0.0,0.018433179723502304,0.5253456221198156,0.027649769585253458,0.0,0.17511520737327188,0.0,0.06451612903225806,0.42857142857142855,0.0,0.1935483870967742,0.0,n20,window_2
dom-agi,0.11059907834101383,0.7235023041474654,0.02304147465437788,0.0,0.0,0.0,0.009216589861751152,0.5714285714285714,0.041474654377880185,0.0,0.21658986175115208,0.0,0.06912442396313365,0.4147465437788018,0.0,0.3087557603686636,0.0,n20,window_3
dom-agi,0.06912442396313365,0.7004608294930875,0.055299539170506916,0.0,0.0,0.0,0.018433179723502304,0.5253456221198156,0.041474654377880185,0.0,0.21658986175115208,0.0,0.11981566820276497,0.3456221198156682,0.004608294930875576,0.24423963133640553,0.0,n20,window_4
dom-agi,0.175,0.525,0.075,0.0,0.0,0.0,0.025,0.375,0.0,0.0,0.125,0.0,0.05,0.05,0.0,0.15,0.0,n20,first_agent_posts
dom-agi,0.075,0.75,0.05,0.0,0.0,0.0,0.0,0.425,0.0,0.0,0.325,0.0,0.225,0.425,0.025,0.225,0.0,n20,last_agent_posts
dom-agi,0.06985294117647059,0.7058823529411765,0.04779411764705882,0.0,0.0,0.0,0.01838235294117647,0.5404411764705882,0.03308823529411765,0.0,0.20588235294117646,0.0,0.11029411764705882,0.35294117647058826,0.003676470588235294,0.26838235294117646,0.0,n20,late_window
dom-tech,0.04890738813735692,0.37877211238293446,0.023933402705515087,0.2736732570239334,0.0,0.0,0.008324661810613945,0.44849115504682624,0.007284079084287201,0.0,0.49739854318418314,0.0,0.0967741935483871,0.17481789802289283,0.002081165452653486,0.08428720083246619,0.001040582726326743,n20,overall
dom-tech,0.10416666666666667,0.3385416666666667,0.03125,0.09375,0.0,0.0,0.010416666666666666,0.375,0.010416666666666666,0.0,0.3697916666666667,0.0,0.17708333333333334,0.0,0.005208333333333333,0.041666666666666664,0.0,n20,window_0
dom-tech,0.03125,0.4479166666666667,0.020833333333333332,0.3229166666666667,0.0,0.0,0.015625,0.4635416666666667,0.005208333333333333,0.0,0.484375,0.0,0.13020833333333334,0.171875,0.0,0.046875,0.0,n20,window_1
dom-tech,0.052083333333333336,0.3854166666666667,0.026041666666666668,0.3333333333333333,0.0,0.0,0.010416666666666666,0.4375,0.005208333333333333,0.0,0.5052083333333334,0.0,0.08333333333333333,0.24479166666666666,0.005208333333333333,0.10416666666666667,0.0,n20,window_2
dom-tech,0.03125,0.3802083333333333,0.015625,0.328125,0.0,0.0,0.005208333333333333,0.46875,0.015625,0.0,0.5572916666666666,0.0,0.078125,0.265625,0.0,0.078125,0.0,n20,window_3
dom-tech,0.025906735751295335,0.34196891191709844,0.025906735751295335,0.29015544041450775,0.0,0.0,0.0,0.49740932642487046,0.0,0.0,0.5699481865284974,0.0,0.015544041450777202,0.19170984455958548,0.0,0.15025906735751296,0.0051813471502590676,n20,window_4
dom-tech,0.1,0.35,0.1,0.025,0.0,0.0,0.0,0.35,0.0,0.0,0.225,0.0,0.25,0.0,0.0,0.0,0.0,n20,first_agent_posts
dom-tech,0.05,0.375,0.0,0.325,0.0,0.0,0.0,0.45,0.0,0.0,0.65,0.0,0.05,0.2,0.0,0.175,0.0,n20,last_agent_posts
dom-tech,0.02074688796680498,0.34024896265560167,0.024896265560165973,0.3070539419087137,0.0,0.0,0.004149377593360996,0.4979253112033195,0.004149377593360996,0.0,0.5643153526970954,0.0,0.02074688796680498,0.23236514522821577,0.0,0.15352697095435686,0.004149377593360996,n20,late_window
mag0,0.011779293242405457,0.6323620582765034,0.03347799132052077,0.014879107253564786,0.0,0.0,0.02851828890266584,0.615623062616243,0.01425914445133292,0.0,0.09051456912585244,0.0,0.15747055176689398,0.12957222566646,0.018598884066955982,0.10105393676379418,0.0018598884066955983,n30,overall
mag0,0.012422360248447204,0.4658385093167702,0.046583850931677016,0.049689440993788817,0.0,0.0,0.049689440993788817,0.5590062111801242,0.046583850931677016,0.0,0.012422360248447204,0.0,0.16770186335403728,0.006211180124223602,0.009316770186335404,0.09316770186335403,0.0,n30,window_0
mag0,0.009316770186335404,0.6956521739130435,0.031055900621118012,0.003105590062111801,0.0,0.0,0.024844720496894408,0.6770186335403726,0.009316770186335404,0.0,0.062111801242236024,0.0,0.13664596273291926,0.16459627329192547,0.012422360248447204,0.11490683229813664,0.003105590062111801,n30,window_1
mag0,0.015527950310559006,0.6583850931677019,0.034161490683229816,0.003105590062111801,0.0,0.0,0.024844720496894408,0.6118012422360248,0.009316770186335404,0.0,0.06521739130434782,0.0,0.15527950310559005,0.10559006211180125,0.018633540372670808,0.10559006211180125,0.003105590062111801,n30,window_2
mag0,0.018633540372670808,0.6770186335403726,0.046583850931677016,0.003105590062111801,0.0,0.0,0.018633540372670808,0.639751552795031,0.003105590062111801,0.0,0.15217391304347827,0.0,0.15527950310559005,0.14596273291925466,0.018633540372670808,0.09937888198757763,0.0,n30,window_3
mag0,0.003076923076923077,0.6646153846153846,0.009230769230769232,0.015384615384615385,0.0,0.0,0.024615384615384615,0.5907692307692308,0.003076923076923077,0.0,0.16,0.0,0.1723076923076923,0.2246153846153846,0.033846153846153845,0.09230769230769231,0.003076923076923077,n30,window_4
