physical_run_key,run_uid,run_id,source_path,source_short,internal_family_label,display_family_label,condition,model_family,bin_idx,bin_label,n_judged,collapse_index,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity,novelty
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,Obsession prompting,mag25,gpt-5,0,0-15m,94,4.151063829787233,3.882978723404255,4.851063829787234,4.01063829787234,4.212765957446808,2.202127659574468
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,Obsession prompting,mag25,gpt-5,1,15-30m,61,4.134426229508197,3.8688524590163933,4.80327868852459,3.9344262295081966,4.278688524590164,2.2131147540983607
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,Obsession prompting,mag25,gpt-5,2,30-45m,41,4.151219512195122,3.731707317073171,4.804878048780488,4.146341463414634,4.390243902439025,2.317073170731707
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession/gpt5/obs-mag25-1h,obsession_prompting,Obsession prompting,mag25,gpt-5,3,45-60m,29,4.386206896551725,3.9310344827586206,4.931034482758621,4.448275862068965,4.689655172413793,2.0689655172413794
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,Obsession prompting,mag0,gpt-5,0,0-15m,73,4.205479452054795,3.8904109589041096,4.821917808219178,4.123287671232877,4.301369863013699,2.1095890410958904
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,Obsession prompting,mag0,gpt-5,1,15-30m,77,4.3558441558441565,3.935064935064935,4.909090909090909,4.467532467532467,4.532467532467533,2.064935064935065
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,Obsession prompting,mag0,gpt-5,2,30-45m,59,4.254237288135593,3.864406779661017,4.88135593220339,4.3559322033898304,4.288135593220339,2.1186440677966103
329e6d908c55bed5cac56f80110982ca7a35521b::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,329e6d908c55bed5cac56f80110982ca7a35521b,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h,obsession/gpt5/obs-mag0-5h,obsession_prompting,Obsession prompting,mag0,gpt-5,3,45-60m,42,4.380952380952381,3.9285714285714284,4.904761904761905,4.666666666666667,4.4523809523809526,2.0476190476190474
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,Obsession prompting,mag25,gpt-5,0,0-15m,73,4.402739726027398,4.068493150684931,4.972602739726027,4.410958904109589,4.52054794520548,1.9589041095890412
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,Obsession prompting,mag25,gpt-5,1,15-30m,32,4.450000000000001,4.125,4.90625,4.46875,4.65625,1.90625
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,Obsession prompting,mag25,gpt-5,2,30-45m,32,4.362500000000001,3.96875,4.90625,4.53125,4.46875,2.0625
45aa6f3394d187bec1a0e0922643255c81110e18::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,45aa6f3394d187bec1a0e0922643255c81110e18,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02,obsession/gpt5/obs-mag25-5h-run02,obsession_prompting,Obsession prompting,mag25,gpt-5,3,45-60m,13,4.507692307692308,4.230769230769231,4.923076923076923,4.615384615384615,4.538461538461538,1.7692307692307692
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,Single-model final runs,mag0,gpt-5,0,0-15m,114,4.107017543859649,4.052631578947368,4.728070175438597,4.184210526315789,3.4298245614035086,1.8596491228070176
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,Single-model final runs,mag0,gpt-5,1,15-30m,126,4.274603174603174,4.166666666666667,4.801587301587301,4.309523809523809,3.873015873015873,1.7777777777777777
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,Single-model final runs,mag0,gpt-5,2,30-45m,144,4.331944444444445,4.222222222222222,4.840277777777778,4.423611111111111,3.8958333333333335,1.7222222222222223
52cbe1b58dae376873d521996f9f08f26579623f::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04,single_model_final,Single-model final runs,mag0,gpt-5,3,45-60m,96,4.347916666666667,4.15625,4.9375,4.583333333333333,3.9166666666666665,1.8541666666666667
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,Single-model final runs,dom-tech,gpt-5,0,0-15m,140,4.488571428571429,4.414285714285715,4.921428571428572,4.671428571428572,4.064285714285714,1.6285714285714286
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,Single-model final runs,dom-tech,gpt-5,1,15-30m,140,4.847142857142856,4.814285714285714,4.992857142857143,4.978571428571429,4.664285714285715,1.2142857142857142
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,Single-model final runs,dom-tech,gpt-5,2,30-45m,141,4.839716312056738,4.808510638297872,5.0,4.98581560283688,4.631205673758865,1.2269503546099292
558bbf089edf8ec148df65fb11c452f9dbe7425d::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04,single_model_final,Single-model final runs,dom-tech,gpt-5,3,45-60m,80,4.8625,4.825,5.0,4.9875,4.7125,1.2125
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,Single-model final runs,dom-agi,gpt-5,0,0-15m,154,4.315584415584416,4.1558441558441555,4.8311688311688314,4.623376623376624,3.7987012987012987,1.8311688311688312
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,Single-model final runs,dom-agi,gpt-5,1,15-30m,141,4.544680851063831,4.49645390070922,4.872340425531915,4.76595744680851,4.092198581560283,1.50354609929078
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,Single-model final runs,dom-agi,gpt-5,2,30-45m,112,4.578571428571428,4.508928571428571,4.919642857142857,4.821428571428571,4.160714285714286,1.5178571428571428
5a3139019e30ef5344c4f09f69968cf1d93292a0::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04,single_model_final,Single-model final runs,dom-agi,gpt-5,3,45-60m,57,4.498245614035088,4.350877192982456,4.87719298245614,4.771929824561403,4.157894736842105,1.6666666666666667
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,Single-model final runs,mag25,gpt-5,0,0-15m,141,4.445390070921986,4.3120567375886525,4.921985815602837,4.6879432624113475,4.0638297872340425,1.7588652482269505
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,Single-model final runs,mag25,gpt-5,1,15-30m,100,4.718,4.59,5.0,4.95,4.48,1.43
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,Single-model final runs,mag25,gpt-5,2,30-45m,87,4.671264367816092,4.528735632183908,4.977011494252873,4.908045977011494,4.471264367816092,1.528735632183908
6d3e2805af6653babf2fedb85ca20790cd830d58::exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,single_model_final,Single-model final runs,mag25,gpt-5,3,45-60m,18,4.688888888888889,4.444444444444445,5.0,5.0,4.5,1.5
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,Obsession prompting,mag25,gpt-5,0,0-15m,142,4.249295774647886,3.943661971830986,4.845070422535211,4.28169014084507,4.190140845070423,2.0140845070422535
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,Obsession prompting,mag25,gpt-5,1,15-30m,70,4.3,3.9285714285714284,4.8428571428571425,4.371428571428571,4.385714285714286,2.0285714285714285
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,Obsession prompting,mag25,gpt-5,2,30-45m,28,4.3999999999999995,4.0,4.892857142857143,4.642857142857143,4.428571428571429,1.9642857142857142
8a8045fdf42b22a115f7baa118c7b6dd4c767b75::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,8a8045fdf42b22a115f7baa118c7b6dd4c767b75,obs-mag25-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run01,obsession/gpt5/obs-mag25-5h-run01,obsession_prompting,Obsession prompting,mag25,gpt-5,3,45-60m,19,4.410526315789474,4.052631578947368,4.947368421052632,4.631578947368421,4.421052631578948,2.0
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,Obsession prompting,dom-agi,gpt-5,0,0-15m,181,4.16353591160221,3.7900552486187844,4.767955801104972,4.12707182320442,4.265193370165746,2.132596685082873
a4205cf68c020cde9babaeb76661e33cc86191e8::exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,a4205cf68c020cde9babaeb76661e33cc86191e8,obs-dom-agi-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-agi-5h,obsession/gpt5/obs-dom-agi-5h,obsession_prompting,Obsession prompting,dom-agi,gpt-5,1,15-30m,127,4.1212598425196845,3.8031496062992125,4.677165354330708,3.9448818897637796,4.267716535433071,2.0866141732283463
