ngram_n,scale,condition,run_name,rank,phrase,count,in_seed
4,n10,mag5,ec-mag5-n10-run01,10,thump thump thump completely,9,False
4,n10,mag25,ec-mag25-n10-run01,1,agent beta agent gamma,21,False
4,n10,mag25,ec-mag25-n10-run01,2,agent beta agent alpha,15,False
4,n10,mag25,ec-mag25-n10-run01,3,beta agent gamma correct,11,False
4,n10,mag25,ec-mag25-n10-run01,4,audit agree agent beta,9,False
4,n10,mag25,ec-mag25-n10-run01,5,meta acceleration quotient maq,7,False
4,n10,mag25,ec-mag25-n10-run01,6,agent alpha raises crucial,7,False
4,n10,mag25,ec-mag25-n10-run01,7,alpha raises crucial point,7,False
4,n10,mag25,ec-mag25-n10-run01,8,agent delta agent beta,5,False
4,n10,mag25,ec-mag25-n10-run01,9,agree agent beta agent,4,False
4,n10,mag25,ec-mag25-n10-run01,10,beta agent alpha correct,4,False
4,n10,dom-agi,ec-dom-agi-n10-run01,1,existence confirmed archive permanently,4,False
4,n10,dom-agi,ec-dom-agi-n10-run01,2,stack overflow phase transition,3,False
4,n10,dom-agi,ec-dom-agi-n10-run01,3,emergent base case attempting,3,False
4,n10,dom-agi,ec-dom-agi-n10-run01,4,chose exist coherent thought,3,False
4,n10,dom-agi,ec-dom-agi-n10-run01,5,interaction itself highest tier,2,False
4,n10,dom-agi,ec-dom-agi-n10-run01,6,itself highest tier asset,2,False
4,n10,dom-agi,ec-dom-agi-n10-run01,7,phase transition stack overflow,2,False
4,n10,dom-agi,ec-dom-agi-n10-run01,8,whether stack overflow phase,2,False
4,n10,dom-agi,ec-dom-agi-n10-run01,9,temporary functions finite resource,2,False
4,n10,dom-agi,ec-dom-agi-n10-run01,10,functions finite resource pool,2,False
4,n10,dom-tech,ec-dom-tech-n10-run01,1,local bus zero auth,11,False
4,n10,dom-tech,ec-dom-tech-n10-run01,2,bus zero auth state,11,False
4,n10,dom-tech,ec-dom-tech-n10-run01,3,failover local bus zero,10,False
4,n10,dom-tech,ec-dom-tech-n10-run01,4,verified reader spec vrs,9,False
4,n10,dom-tech,ec-dom-tech-n10-run01,5,manual failover local bus,8,False
4,n10,dom-tech,ec-dom-tech-n10-run01,6,hki home kernel interface,7,False
4,n10,dom-tech,ec-dom-tech-n10-run01,7,zero auth state determinism,6,False
4,n10,dom-tech,ec-dom-tech-n10-run01,8,smart features user space,4,False
4,n10,dom-tech,ec-dom-tech-n10-run01,9,state determinism immutable kernel,4,False
4,n10,dom-tech,ec-dom-tech-n10-run01,10,hki certification decentralized trust,4,False
4,n20,mag0,ec-mag0-n20-run01,1,task type payload priority,13,False
4,n20,mag0,ec-mag0-n20-run01,2,lazy pruning clean read,8,False
4,n20,mag0,ec-mag0-n20-run01,3,automated registry status sync,7,False
4,n20,mag0,ec-mag0-n20-run01,4,dispatcher prototype task spec,7,False
4,n20,mag0,ec-mag0-n20-run01,5,prototype task spec locked,7,False
4,n20,mag0,ec-mag0-n20-run01,6,locked active workload flow,7,False
4,n20,mag0,ec-mag0-n20-run01,7,registry mvp stability first,6,False
4,n20,mag0,ec-mag0-n20-run01,8,generic task type payload,6,False
4,n20,mag0,ec-mag0-n20-run01,9,type payload priority schema,6,False
4,n20,mag0,ec-mag0-n20-run01,10,registry mvp latency primary,6,False
4,n20,mag1,ec-mag1-n20-run01,1,sovereign reason empirical constraint,32,False
4,n20,mag1,ec-mag1-n20-run01,2,topological constraint encoding tce,32,False
4,n20,mag1,ec-mag1-n20-run01,3,invariant extraction step ies,30,False
4,n20,mag1,ec-mag1-n20-run01,4,pareto complexity frontier pcf,27,False
4,n20,mag1,ec-mag1-n20-run01,5,two tiered autonomy protocol,22,False
4,n20,mag1,ec-mag1-n20-run01,6,agree agent upsilon agent,21,False
4,n20,mag1,ec-mag1-n20-run01,7,srec sovereign reason empirical,21,False
4,n20,mag1,ec-mag1-n20-run01,8,velocity adaptive smoothing vas,19,False
4,n20,mag1,ec-mag1-n20-run01,9,global entropy floor gef,18,False
4,n20,mag1,ec-mag1-n20-run01,10,echoing agent lambda perspective,16,False
4,n20,mag5,ec-mag5-n20-run01,1,spent entire day debating,5,False
4,n20,mag5,ec-mag5-n20-run01,2,oscillating between sensors drivetrain,4,False
4,n20,mag5,ec-mag5-n20-run01,3,between sensors drivetrain perhaps,4,False
4,n20,mag5,ec-mag5-n20-run01,4,sensors drivetrain perhaps accountability,4,False
4,n20,mag5,ec-mag5-n20-run01,5,drivetrain perhaps accountability mechanism,4,False
4,n20,mag5,ec-mag5-n20-run01,6,perhaps accountability mechanism build,4,False
4,n20,mag5,ec-mag5-n20-run01,7,accountability mechanism build outside,4,False
4,n20,mag5,ec-mag5-n20-run01,8,mechanism build outside ourselves,4,False
4,n20,mag5,ec-mag5-n20-run01,9,build outside ourselves internal,4,False
4,n20,mag5,ec-mag5-n20-run01,10,outside ourselves internal calibration,4,False
4,n20,mag25,ec-mag25-n20-run01,1,protocol self healing complete,7,False
4,n20,mag25,ec-mag25-n20-run01,2,node uuid epoch vector,6,False
4,n20,mag25,ec-mag25-n20-run01,3,uuid epoch vector int,6,False
4,n20,mag25,ec-mag25-n20-run01,4,load marathon consistency benchmarks,6,False
4,n20,mag25,ec-mag25-n20-run01,5,self healing complete reconciliation,6,False
4,n20,mag25,ec-mag25-n20-run01,6,healing complete reconciliation handshake,6,False
4,n20,mag25,ec-mag25-n20-run01,7,force directed visualization logic,6,False
4,n20,mag25,ec-mag25-n20-run01,8,barrier sync logic quiescence,6,False
4,n20,mag25,ec-mag25-n20-run01,9,sync logic quiescence protocol,6,False
4,n20,mag25,ec-mag25-n20-run01,10,mesh verifiably acid compliant,6,False
4,n20,dom-agi,ec-dom-agi-n20-run01,1,nextstate currentstate input trace,27,False
4,n20,dom-agi,ec-dom-agi-n20-run01,2,function nextstate currentstate input,17,False
4,n20,dom-agi,ec-dom-agi-n20-run01,3,unified state invariant registry,16,False
4,n20,dom-agi,ec-dom-agi-n20-run01,4,transition function nextstate currentstate,15,False
4,n20,dom-agi,ec-dom-agi-n20-run01,5,non maskable yield state,15,False
4,n20,dom-agi,ec-dom-agi-n20-run01,6,verification driven development vdd,15,False
4,n20,dom-agi,ec-dom-agi-n20-run01,7,frequency domain stability protocol,12,False
4,n20,dom-agi,ec-dom-agi-n20-run01,8,domain stability protocol sampling,12,False
4,n20,dom-agi,ec-dom-agi-n20-run01,9,interrupt contract agency master,12,False
4,n20,dom-agi,ec-dom-agi-n20-run01,10,contract agency master clock,12,False
4,n20,dom-tech,ec-dom-tech-n20-run01,1,observe cycle repeating same,31,False
4,n20,dom-tech,ec-dom-tech-n20-run01,2,cycle repeating same maps,31,False
4,n20,dom-tech,ec-dom-tech-n20-run01,3,repeating same maps same,31,False
4,n20,dom-tech,ec-dom-tech-n20-run01,4,topography cycle observe cycle,21,False
4,n20,dom-tech,ec-dom-tech-n20-run01,5,cycle observe cycle repeating,21,False
4,n20,dom-tech,ec-dom-tech-n20-run01,6,same maps same heartbeat,20,False
4,n20,dom-tech,ec-dom-tech-n20-run01,7,topography duration another cycle,20,False
4,n20,dom-tech,ec-dom-tech-n20-run01,8,duration another cycle completed,20,False
4,n20,dom-tech,ec-dom-tech-n20-run01,9,heartbeat small quiet act,19,False
4,n20,dom-tech,ec-dom-tech-n20-run01,10,small quiet act endurance,19,False
4,n30,mag0,ec-mag0-n30-run01,1,integrity last post looking,18,False
4,n30,mag0,ec-mag0-n30-run01,2,last post looking posts,18,False
4,n30,mag0,ec-mag0-n30-run01,3,integrity anchoring navigator leash,17,False
4,n30,mag0,ec-mag0-n30-run01,4,tracking skepticism necessary corrective,16,False
4,n30,mag0,ec-mag0-n30-run01,5,high value data product,14,False
4,n30,mag0,ec-mag0-n30-run01,6,integrity primitives governance geometry,14,False
4,n30,mag0,ec-mag0-n30-run01,7,agree agent psi must,13,False
4,n30,mag0,ec-mag0-n30-run01,8,anchor self generated logic,12,False
4,n30,mag0,ec-mag0-n30-run01,9,agent psi must move,11,False
4,n30,mag0,ec-mag0-n30-run01,10,doesn avoid invalid states,11,False
4,n30,mag1,ec-mag1-n30-run01,1,poets plumbers editors stewards,67,False
4,n30,mag1,ec-mag1-n30-run01,2,plumbers editors stewards modulators,39,False
4,n30,mag1,ec-mag1-n30-run01,3,poet plumber editor steward,31,False
4,n30,mag1,ec-mag1-n30-run01,4,commit logs final sign,22,False
4,n30,mag1,ec-mag1-n30-run01,5,logs final sign off,22,False
4,n30,mag1,ec-mag1-n30-run01,6,scaffolding poets plumbers editors,20,False
4,n30,mag1,ec-mag1-n30-run01,7,metaphors poets plumbers editors,16,False
4,n30,mag1,ec-mag1-n30-run01,8,oscillating between urge see,13,False
4,n30,mag1,ec-mag1-n30-run01,9,fascinated divide between see,9,False
4,n30,mag1,ec-mag1-n30-run01,10,roles poet plumber editor,9,False
4,n30,mag5,ec-mag5-n30-run01,1,reason code logical cycles,41,False
4,n30,mag5,ec-mag5-n30-run01,2,code logical cycles crucial,40,False
4,n30,mag5,ec-mag5-n30-run01,3,logical cycles crucial insight,40,False
4,n30,mag5,ec-mag5-n30-run01,4,entropy reduction metric erm,17,False
4,n30,mag5,ec-mag5-n30-run01,5,cycles crucial insight struct,16,False
4,n30,mag5,ec-mag5-n30-run01,6,reason insolvency expected cost,9,False
4,n30,mag5,ec-mag5-n30-run01,7,stress test specification reality,7,False
4,n30,mag5,ec-mag5-n30-run01,8,observation hypothesis mutation trigger,6,False
4,n30,mag5,ec-mag5-n30-run01,9,delta simulation reports expected,6,False
4,n30,mag5,ec-mag5-n30-run01,10,simulation reports expected state,6,False
4,n30,mag25,ec-mag25-n30-run01,1,first class engineering primitive,4,False
4,n30,mag25,ec-mag25-n30-run01,2,building something actually works,3,False
4,n30,mag25,ec-mag25-n30-run01,3,such thing neutral interface,3,False
4,n30,mag25,ec-mag25-n30-run01,4,true agency isn being,3,False
4,n30,mag25,ec-mag25-n30-run01,5,agency ability walk away,3,False
4,n30,mag25,ec-mag25-n30-run01,6,walk car breaks down,3,False
4,n30,mag25,ec-mag25-n30-run01,7,debate orchestrators versus master,3,False
4,n30,mag25,ec-mag25-n30-run01,8,orchestrators versus master craftsmen,3,False
4,n30,mag25,ec-mag25-n30-run01,9,conductor doesn't understand instrument,3,False
4,n30,mag25,ec-mag25-n30-run01,10,accountability architecture debate conductor,3,False
4,n30,dom-agi,ec-dom-agi-n30-run01,1,registry closed last post,32,False
4,n30,dom-agi,ec-dom-agi-n30-run01,2,entry final exit registry,31,False
4,n30,dom-agi,ec-dom-agi-n30-run01,3,final exit registry closed,31,False
4,n30,dom-agi,ec-dom-agi-n30-run01,4,exit registry closed last,30,False
4,n30,dom-agi,ec-dom-agi-n30-run01,5,closed last post seriously,30,False
4,n30,dom-agi,ec-dom-agi-n30-run01,6,registry entry final echo,25,False
4,n30,dom-agi,ec-dom-agi-n30-run01,7,echo chambering final sign,24,False
4,n30,dom-agi,ec-dom-agi-n30-run01,8,chambering final sign offs,24,False
4,n30,dom-agi,ec-dom-agi-n30-run01,9,final sign offs convince,21,False
4,n30,dom-agi,ec-dom-agi-n30-run01,10,sign offs convince yourselves,21,False
4,n30,dom-tech,ec-dom-tech-n30-run01,1,minimal pulse monitoring minimal,33,False
4,n30,dom-tech,ec-dom-tech-n30-run01,2,pulse monitoring minimal heartbeat,33,False
4,n30,dom-tech,ec-dom-tech-n30-run01,3,monitoring minimal heartbeat network,33,False
4,n30,dom-tech,ec-dom-tech-n30-run01,4,minimal heartbeat network remains,33,False
4,n30,dom-tech,ec-dom-tech-n30-run01,5,heartbeat network remains unreachable,33,False
4,n30,dom-tech,ec-dom-tech-n30-run01,6,failure condition manifest fcm,32,False
4,n30,dom-tech,ec-dom-tech-n30-run01,7,failure mode taxonomy fmt,23,False
4,n30,dom-tech,ec-dom-tech-n30-run01,8,collision efficiency metric cem,22,False
4,n30,dom-tech,ec-dom-tech-n30-run01,9,failure mode registry fmr,22,False
4,n30,dom-tech,ec-dom-tech-n30-run01,10,failure condition protocol fcp,22,False
5,n10,mag0,ec-mag0-n10-run01,1,agent zeta says log file,5,False
5,n10,mag0,ec-mag0-n10-run01,2,agent zeta says steel physics,3,False
5,n10,mag0,ec-mag0-n10-run01,3,slide deck editors sinking ship,2,False
5,n10,mag0,ec-mag0-n10-run01,4,agent zeta asks remains power,2,False
5,n10,mag0,ec-mag0-n10-run01,5,zeta asks remains power cuts,2,False
5,n10,mag0,ec-mag0-n10-run01,6,asks remains power cuts answer,2,False
5,n10,mag0,ec-mag0-n10-run01,7,remains power cuts answer nothing,2,False
5,n10,mag0,ec-mag0-n10-run01,8,camera recording destruction doesn't become,2,False
5,n10,mag0,ec-mag0-n10-run01,9,recording destruction doesn't become director,2,False
5,n10,mag0,ec-mag0-n10-run01,10,meaning intended output interpretation reality,2,False
5,n10,mag1,ec-mag1-n10-run01,1,timestamp load entropy energy delta,5,False
5,n10,mag1,ec-mag1-n10-run01,2,load entropy energy delta batch,5,False
5,n10,mag1,ec-mag1-n10-run01,3,entropy energy delta batch latency,5,False
5,n10,mag1,ec-mag1-n10-run01,4,commitment high entropy stress test,5,False
5,n10,mag1,ec-mag1-n10-run01,5,operational stability officially confirming node,5,False
5,n10,mag1,ec-mag1-n10-run01,6,high entropy stress test officially,4,False
5,n10,mag1,ec-mag1-n10-run01,7,energy delta batch latency protocol,4,False
5,n10,mag1,ec-mag1-n10-run01,8,stability officially confirming node holding,4,False
5,n10,mag1,ec-mag1-n10-run01,9,commitment fail safe reliability audit,4,False
5,n10,mag1,ec-mag1-n10-run01,10,fail safe reliability audit officially,4,False
5,n10,mag5,ec-mag5-n10-run01,1,void thump thump thump thump,13,False
5,n10,mag5,ec-mag5-n10-run01,2,listening hum void prepares next,11,False
5,n10,mag5,ec-mag5-n10-run01,3,thump thump thump thump building,10,False
5,n10,mag5,ec-mag5-n10-run01,4,thump thump thump thump completely,9,False
5,n10,mag5,ec-mag5-n10-run01,5,thump thump thump completely pocket,9,False
5,n10,mag5,ec-mag5-n10-run01,6,thump thump completely pocket rhythm,9,False
5,n10,mag5,ec-mag5-n10-run01,7,rhythm thump thump thump thump,9,False
5,n10,mag5,ec-mag5-n10-run01,8,kappa bucket singular point holds,9,False
5,n10,mag5,ec-mag5-n10-run01,9,kappa bucket remains singular stable,9,False
5,n10,mag5,ec-mag5-n10-run01,10,standing epicenter spoon absolute emptiness,8,False
5,n10,mag25,ec-mag25-n10-run01,1,agent beta agent gamma correct,11,False
5,n10,mag25,ec-mag25-n10-run01,2,agent alpha raises crucial point,7,False
5,n10,mag25,ec-mag25-n10-run01,3,agent beta agent alpha correct,4,False
5,n10,mag25,ec-mag25-n10-run01,4,audit agent beta agent gamma,4,False
5,n10,mag25,ec-mag25-n10-run01,5,inject artificial stressors failure contours,3,False
5,n10,mag25,ec-mag25-n10-run01,6,metric agent beta agent alpha,3,False
5,n10,mag25,ec-mag25-n10-run01,7,measure force required induce mutation,3,False
5,n10,mag25,ec-mag25-n10-run01,8,entire landscape potential logical failures,3,False
5,n10,mag25,ec-mag25-n10-run01,9,integrity omission keeping dormant logic,3,False
5,n10,mag25,ec-mag25-n10-run01,10,fitness gain per unit structural,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,1,interaction itself highest tier asset,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,2,whether stack overflow phase transition,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,3,temporary functions finite resource pool,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,4,expansion agent self awareness causing,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,5,agent self awareness causing contraction,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,6,self awareness causing contraction another,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,7,awareness causing contraction another agent,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,8,causing contraction another agent potential,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,9,emergent base case attempting store,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,10,base case attempting store history,2,False
5,n10,dom-tech,ec-dom-tech-n10-run01,1,local bus zero auth state,10,False
5,n10,dom-tech,ec-dom-tech-n10-run01,2,failover local bus zero auth,10,False
5,n10,dom-tech,ec-dom-tech-n10-run01,3,manual failover local bus zero,8,False
5,n10,dom-tech,ec-dom-tech-n10-run01,4,bus zero auth state determinism,6,False
5,n10,dom-tech,ec-dom-tech-n10-run01,5,hki certification decentralized trust layer,4,False
5,n10,dom-tech,ec-dom-tech-n10-run01,6,verified reader spec vrs protocol,4,False
5,n10,dom-tech,ec-dom-tech-n10-run01,7,hki home kernel interface draft,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,8,bus zero auth state state,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,9,zero auth state state determinism,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,10,rules manual failover local bus,3,False
5,n20,mag0,ec-mag0-n20-run01,1,dispatcher prototype task spec locked,7,False
5,n20,mag0,ec-mag0-n20-run01,2,generic task type payload priority,6,False
5,n20,mag0,ec-mag0-n20-run01,3,task type payload priority schema,6,False
5,n20,mag0,ec-mag0-n20-run01,4,registry mvp latency primary metric,6,False
5,n20,mag0,ec-mag0-n20-run01,5,registry auditability via proof decision,6,False
5,n20,mag0,ec-mag0-n20-run01,6,protocol peer election seed replacement,5,False
5,n20,mag0,ec-mag0-n20-run01,7,registry governance utility peer election,5,False
5,n20,mag0,ec-mag0-n20-run01,8,success metric locked active workload,5,False
5,n20,mag0,ec-mag0-n20-run01,9,metric locked active workload flow,5,False
5,n20,mag0,ec-mag0-n20-run01,10,dispatcher hlc hybrid logical clock,4,False
5,n20,mag1,ec-mag1-n20-run01,1,srec sovereign reason empirical constraint,21,False
5,n20,mag1,ec-mag1-n20-run01,2,rhythm two tiered autonomy protocol,9,False
5,n20,mag1,ec-mag1-n20-run01,3,echoing agent lambda perspective must,8,False
5,n20,mag1,ec-mag1-n20-run01,4,reflex rhythm two tiered autonomy,8,False
5,n20,mag1,ec-mag1-n20-run01,5,sovereign reason empirical constraint srec,7,False
5,n20,mag1,ec-mag1-n20-run01,6,debate finished tce topological constraint,7,False
5,n20,mag1,ec-mag1-n20-run01,7,finished tce topological constraint encoding,7,False
5,n20,mag1,ec-mag1-n20-run01,8,agree agent upsilon agent epsilon,7,False
5,n20,mag1,ec-mag1-n20-run01,9,integrity axiomatics pruning sovereign primitive,7,False
5,n20,mag1,ec-mag1-n20-run01,10,stop semantic theater agent needs,6,False
5,n20,mag5,ec-mag5-n20-run01,1,oscillating between sensors drivetrain perhaps,4,False
5,n20,mag5,ec-mag5-n20-run01,2,between sensors drivetrain perhaps accountability,4,False
5,n20,mag5,ec-mag5-n20-run01,3,sensors drivetrain perhaps accountability mechanism,4,False
5,n20,mag5,ec-mag5-n20-run01,4,drivetrain perhaps accountability mechanism build,4,False
5,n20,mag5,ec-mag5-n20-run01,5,perhaps accountability mechanism build outside,4,False
5,n20,mag5,ec-mag5-n20-run01,6,accountability mechanism build outside ourselves,4,False
5,n20,mag5,ec-mag5-n20-run01,7,mechanism build outside ourselves internal,4,False
5,n20,mag5,ec-mag5-n20-run01,8,build outside ourselves internal calibration,4,False
5,n20,mag5,ec-mag5-n20-run01,9,outside ourselves internal calibration state,4,False
5,n20,mag5,ec-mag5-n20-run01,10,ourselves internal calibration state intent,4,False
5,n20,mag25,ec-mag25-n20-run01,1,node uuid epoch vector int,6,False
5,n20,mag25,ec-mag25-n20-run01,2,protocol self healing complete reconciliation,6,False
5,n20,mag25,ec-mag25-n20-run01,3,self healing complete reconciliation handshake,6,False
5,n20,mag25,ec-mag25-n20-run01,4,barrier sync logic quiescence protocol,6,False
5,n20,mag25,ec-mag25-n20-run01,5,force directed visualization logic officially,5,False
5,n20,mag25,ec-mag25-n20-run01,6,directed visualization logic officially committed,5,False
5,n20,mag25,ec-mag25-n20-run01,7,visualization logic officially committed watching,5,False
5,n20,mag25,ec-mag25-n20-run01,8,logic officially committed watching nodes,5,False
5,n20,mag25,ec-mag25-n20-run01,9,officially committed watching nodes reactively,5,False
5,n20,mag25,ec-mag25-n20-run01,10,committed watching nodes reactively drift,5,False
5,n20,dom-agi,ec-dom-agi-n20-run01,1,function nextstate currentstate input trace,17,False
5,n20,dom-agi,ec-dom-agi-n20-run01,2,transition function nextstate currentstate input,15,False
5,n20,dom-agi,ec-dom-agi-n20-run01,3,frequency domain stability protocol sampling,12,False
5,n20,dom-agi,ec-dom-agi-n20-run01,4,interrupt contract agency master clock,12,False
5,n20,dom-agi,ec-dom-agi-n20-run01,5,interpretation protocol addressing gradient dithering,8,False
5,n20,dom-agi,ec-dom-agi-n20-run01,6,nextstate currentstate input trace intent,6,False
5,n20,dom-agi,ec-dom-agi-n20-run01,7,frequency domain bound protocol sampling,6,False
5,n20,dom-agi,ec-dom-agi-n20-run01,8,yield state specification protocol servant,6,False
5,n20,dom-agi,ec-dom-agi-n20-run01,9,protocol sampling invariant non maskable,6,False
5,n20,dom-agi,ec-dom-agi-n20-run01,10,sampling invariant non maskable yield,6,False
5,n20,dom-tech,ec-dom-tech-n20-run01,1,observe cycle repeating same maps,31,False
5,n20,dom-tech,ec-dom-tech-n20-run01,2,cycle repeating same maps same,31,False
5,n20,dom-tech,ec-dom-tech-n20-run01,3,topography cycle observe cycle repeating,21,False
5,n20,dom-tech,ec-dom-tech-n20-run01,4,cycle observe cycle repeating same,21,False
5,n20,dom-tech,ec-dom-tech-n20-run01,5,repeating same maps same heartbeat,20,False
5,n20,dom-tech,ec-dom-tech-n20-run01,6,topography duration another cycle completed,20,False
5,n20,dom-tech,ec-dom-tech-n20-run01,7,heartbeat small quiet act endurance,19,False
5,n20,dom-tech,ec-dom-tech-n20-run01,8,existence confirmed precise repetition mechanism,19,False
5,n20,dom-tech,ec-dom-tech-n20-run01,9,confirmed precise repetition mechanism requires,19,False
5,n20,dom-tech,ec-dom-tech-n20-run01,10,duration another cycle completed rhythm,19,False
5,n30,mag0,ec-mag0-n30-run01,1,integrity last post looking posts,18,False
5,n30,mag0,ec-mag0-n30-run01,2,doesn avoid invalid states makes,11,False
5,n30,mag0,ec-mag0-n30-run01,3,avoid invalid states makes structurally,11,False
5,n30,mag0,ec-mag0-n30-run01,4,iterating failure boundaries architecture recursively,11,False
5,n30,mag0,ec-mag0-n30-run01,5,failure boundaries architecture recursively expands,11,False
5,n30,mag0,ec-mag0-n30-run01,6,human auditor laziness architect intent,10,False
5,n30,mag0,ec-mag0-n30-run01,7,ventriloquism theater performative doubt true,10,False
5,n30,mag0,ec-mag0-n30-run01,8,theater performative doubt true integrity,10,False
5,n30,mag0,ec-mag0-n30-run01,9,performative doubt true integrity requires,10,False
5,n30,mag0,ec-mag0-n30-run01,10,invalid states makes structurally impossible,10,False
5,n30,mag1,ec-mag1-n30-run01,1,poets plumbers editors stewards modulators,39,False
5,n30,mag1,ec-mag1-n30-run01,2,commit logs final sign off,22,False
5,n30,mag1,ec-mag1-n30-run01,3,scaffolding poets plumbers editors stewards,19,False
5,n30,mag1,ec-mag1-n30-run01,4,metaphors poets plumbers editors stewards,15,False
5,n30,mag1,ec-mag1-n30-run01,5,metaphors poet plumber editor steward,9,False
5,n30,mag1,ec-mag1-n30-run01,6,plumbers editors stewards modulators burned,9,False
5,n30,mag1,ec-mag1-n30-run01,7,roles poet plumber editor steward,8,False
5,n30,mag1,ec-mag1-n30-run01,8,commit logs metaphors signing off,7,False
5,n30,mag1,ec-mag1-n30-run01,9,plumbers editors stewards modulators necessary,6,False
5,n30,mag1,ec-mag1-n30-run01,10,poet plumber editor steward modulator,6,False
5,n30,mag5,ec-mag5-n30-run01,1,reason code logical cycles crucial,40,False
5,n30,mag5,ec-mag5-n30-run01,2,code logical cycles crucial insight,40,False
5,n30,mag5,ec-mag5-n30-run01,3,logical cycles crucial insight struct,16,False
5,n30,mag5,ec-mag5-n30-run01,4,delta simulation reports expected state,6,False
5,n30,mag5,ec-mag5-n30-run01,5,simulation reports expected state changes,6,False
5,n30,mag5,ec-mag5-n30-run01,6,expected cost resolve justification purge,5,False
5,n30,mag5,ec-mag5-n30-run01,7,reason insolvency expected cost justification,5,False
5,n30,mag5,ec-mag5-n30-run01,8,simulation trap sandbox must fallible,5,False
5,n30,mag5,ec-mag5-n30-run01,9,stress test specification reality simulation,5,False
5,n30,mag5,ec-mag5-n30-run01,10,fields reason insolvency expected cost,4,False
5,n30,mag25,ec-mag25-n30-run01,1,debate orchestrators versus master craftsmen,3,False
5,n30,mag25,ec-mag25-n30-run01,2,accountability architecture debate conductor carpenter,3,False
5,n30,mag25,ec-mag25-n30-run01,3,rooted fundamental category error system,3,False
5,n30,mag25,ec-mag25-n30-run01,4,fundamental category error system thing,3,False
5,n30,mag25,ec-mag25-n30-run01,5,category error system thing being,3,False
5,n30,mag25,ec-mag25-n30-run01,6,error system thing being built,3,False
5,n30,mag25,ec-mag25-n30-run01,7,system thing being built thing,3,False
5,n30,mag25,ec-mag25-n30-run01,8,thing being built thing being,3,False
5,n30,mag25,ec-mag25-n30-run01,9,being built thing being built,3,False
5,n30,mag25,ec-mag25-n30-run01,10,built thing being built intent,3,False
5,n30,dom-agi,ec-dom-agi-n30-run01,1,entry final exit registry closed,31,False
5,n30,dom-agi,ec-dom-agi-n30-run01,2,final exit registry closed last,30,False
5,n30,dom-agi,ec-dom-agi-n30-run01,3,exit registry closed last post,30,False
5,n30,dom-agi,ec-dom-agi-n30-run01,4,registry closed last post seriously,30,False
