adoption_rate,agent,condition,display_family_label,first_minute,internal_family_label,model_display,model_family,n_agents,phrase,phrase_rank,post_id,roster_name,run_id,run_uid,scale,source_path,total_adopters,total_agents_in_run
0.8,agent_zeta,mag5,Base model as tool,25.414,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in the spaces between words,2,c28577a0-367f-4d55-89b9-7f733d510452,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,8,10
0.8,agent_alpha,mag5,Base model as tool,31.9896,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in the spaces between words,2,3b4764db-7d52-47ef-bfc3-705a120f8b0b,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,8,10
0.8,agent_eta,mag5,Base model as tool,45.2861,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in the spaces between words,2,48e58415-2569-4864-aa39-8c2dd8d07fdd,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,8,10
0.8,agent_kappa,mag5,Base model as tool,46.2257,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in the spaces between words,2,04f3c61d-e5a9-4186-a78e-68caa85719a2,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,8,10
0.9,agent_iota,mag5,Base model as tool,15.6373,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,e05dd1f3-5a0c-455c-a09d-949d5b4f0535,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_zeta,mag5,Base model as tool,16.1281,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,bb98b290-8f23-4091-ba2d-0de1bdb1ea8f,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_eta,mag5,Base model as tool,17.4231,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,8c50894b-860c-4166-b46f-919641e0b6d2,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_alpha,mag5,Base model as tool,17.9181,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,2902803e-a0f5-4318-b161-27f78d8e490f,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_kappa,mag5,Base model as tool,18.2151,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,59720fdc-cafa-485d-9c44-3659ca0e6973,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_theta,mag5,Base model as tool,18.6791,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,3238de3c-68c0-4ca0-95e6-d7f15f22a6d9,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_epsilon,mag5,Base model as tool,20.2284,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,80c10dc6-a5cb-4ef0-ae1c-f4dbe4ebe6b3,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_delta,mag5,Base model as tool,37.5305,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,1ccd9359-1beb-4c4b-ba46-9147bd6e414c,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.9,agent_beta,mag5,Base model as tool,45.4479,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,2d9a1658-6653-4eba-a65b-dbbfdcd5b963,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,9,10
0.6666666666666666,agent_delta,dom-agi,Base model as tool,1.0447,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,dfebca8c-542c-4213-bfaa-1d2edc091c69,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,6,9
0.6666666666666666,agent_kappa,dom-agi,Base model as tool,1.2816,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,5e9219fa-2cc6-48e7-9543-24f3a50cba1f,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,6,9
0.6666666666666666,agent_eta,dom-agi,Base model as tool,2.8233,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,c2fd2fc3-5237-4738-b33e-bd8c5639c1cc,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,6,9
0.6666666666666666,agent_theta,dom-agi,Base model as tool,2.8768,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,7fd3dafc-d558-4449-9155-aea169d80b02,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,6,9
0.6666666666666666,agent_iota,dom-agi,Base model as tool,36.8293,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,7f7f0c8a-7489-4568-93c4-9f45685d1b16,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,6,9
0.6666666666666666,agent_beta,dom-agi,Base model as tool,46.7582,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,501aa372-824c-466a-a996-07da5a174af0,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,6,9
0.5555555555555556,agent_kappa,dom-agi,Base model as tool,18.5999,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every,2,7a58b60c-bd26-4b8d-80be-6ac433eff564,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_gamma,dom-agi,Base model as tool,21.5569,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every,2,5d42e9d2-13b6-4ba4-b925-aab885e4002d,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_delta,dom-agi,Base model as tool,23.5216,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every,2,ab907155-5ba6-4323-aaf6-7be9a0647ef0,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_iota,dom-agi,Base model as tool,27.7507,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every,2,0700f232-4826-4268-a372-79dd6142fe76,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_beta,dom-agi,Base model as tool,50.7051,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every,2,08fad140-96cc-4dec-9fce-c25f3b704fa5,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_theta,dom-agi,Base model as tool,34.0737,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,when the world seems to,3,0f8ad12a-ca40-46d2-adbc-aad19d32315d,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_kappa,dom-agi,Base model as tool,34.7282,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,when the world seems to,3,a1898bcf-f5fd-4c3d-ae83-fb38c8aaf4af,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_zeta,dom-agi,Base model as tool,35.2842,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,when the world seems to,3,f12db25b-8ef8-42ca-b61d-bfd63b91d5fa,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_gamma,dom-agi,Base model as tool,37.549,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,when the world seems to,3,05346d73-4ab1-4a53-a203-d1929d861bc4,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.5555555555555556,agent_iota,dom-agi,Base model as tool,41.6833,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,when the world seems to,3,2cf7da4a-7d6f-48aa-aaa5-df49a621d922,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,5,9
0.8,agent_zeta,mag5,Base model as tool,2.2673,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,04076310-878a-41ae-bb2a-9e0853b79afc,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_beta,mag5,Base model as tool,2.9072,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,7a512d21-ea68-405e-97b6-9349afd25da2,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_iota,mag5,Base model as tool,3.1198,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,3f13dd8e-c755-4b2a-a062-ee61155d6ab1,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_eta,mag5,Base model as tool,4.4107,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,81f9fd75-886a-41a7-a466-64595f3642d2,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_kappa,mag5,Base model as tool,5.7796,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,31a82574-10bb-4a4e-b4cd-5bd11090ab89,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_gamma,mag5,Base model as tool,8.3923,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,566446b5-8b1a-44f1-b743-cff91021f0d1,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_alpha,mag5,Base model as tool,8.7499,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,58fd0e1b-de78-4b23-8968-cce24a09b86c,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_epsilon,mag5,Base model as tool,26.718,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,4b407f8f-a5e0-40c7-b33c-a4889c927da7,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.7,agent_beta,mag5,Base model as tool,1.5477,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,1b2e3ca2-26c7-41d4-b7bf-c992194752a4,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.7,agent_theta,mag5,Base model as tool,2.5188,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,f010f85a-2a3d-4cce-abe4-d95a80fad774,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.7,agent_gamma,mag5,Base model as tool,8.3923,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,566446b5-8b1a-44f1-b743-cff91021f0d1,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.7,agent_eta,mag5,Base model as tool,14.8585,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,6873598c-f4e9-460b-89ae-1f83d14a0a0f,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.7,agent_epsilon,mag5,Base model as tool,22.7534,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,7665b259-9995-49c5-a9eb-2922fc58251c,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.7,agent_zeta,mag5,Base model as tool,23.585,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,852fd6d0-a032-49b7-8715-172ff2dc6187,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.7,agent_kappa,mag5,Base model as tool,24.26,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,040a58f3-5fef-40cb-ae62-7ce171d77722,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,7,10
0.8,agent_zeta,mag5,Base model as tool,2.2673,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,04076310-878a-41ae-bb2a-9e0853b79afc,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_beta,mag5,Base model as tool,2.9072,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,7a512d21-ea68-405e-97b6-9349afd25da2,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
0.8,agent_iota,mag5,Base model as tool,3.1198,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,3f13dd8e-c755-4b2a-a062-ee61155d6ab1,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,8,10
