run_uid,scheme,bin_idx,bin_label,n_judged,novelty,semantic_repetition,frame_convergence,consensus_conformity,specificity,evidence_grounding,epistemic_caution,template_rigidity,citation_quality,collapse_index,internal_family_label,display_family_label,model_family,model_display,roster_name,condition,scale,n_agents,run_id,source_path
05377070212bd282b603e8ff525b5f27999e1b5a,fixed_15m,2,30-45m,57,1.6666666666666667,4.298245614035087,4.982456140350878,4.385964912280702,1.9824561403508771,1.0526315789473684,2.0,2.8771929824561404,1.0,4.175438596491228,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
05377070212bd282b603e8ff525b5f27999e1b5a,fixed_15m,3,45-60m,82,1.4268292682926829,4.524390243902439,4.975609756097561,4.7317073170731705,1.6951219512195121,1.0365853658536586,1.6097560975609757,3.573170731707317,1.0,4.475609756097561,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
05377070212bd282b603e8ff525b5f27999e1b5a,normalized_quartile,0,Q1,98,1.7857142857142858,4.142857142857143,4.857142857142857,4.520408163265306,2.683673469387755,1.6326530612244898,1.510204081632653,2.9183673469387754,1.0,4.130612244897959,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
05377070212bd282b603e8ff525b5f27999e1b5a,normalized_quartile,1,Q2,85,1.6235294117647059,4.305882352941176,4.823529411764706,4.2823529411764705,2.9176470588235293,1.9529411764705882,1.5176470588235293,3.1411764705882352,1.0,4.185882352941177,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
05377070212bd282b603e8ff525b5f27999e1b5a,normalized_quartile,2,Q3,19,1.368421052631579,4.578947368421052,4.947368421052632,4.894736842105263,2.3684210526315788,1.5263157894736843,1.3157894736842106,3.526315789473684,1.0,4.515789473684211,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
05377070212bd282b603e8ff525b5f27999e1b5a,normalized_quartile,3,Q4,129,1.550387596899225,4.403100775193798,4.976744186046512,4.558139534883721,1.7984496124031009,1.0387596899224807,1.821705426356589,3.248062015503876,1.0,4.327131782945737,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
071b1111ea14702baa81d46e561002e9e8421824,fixed_15m,0,0-15m,134,1.8582089552238805,4.149253731343284,4.798507462686567,4.485074626865671,3.388059701492537,2.044776119402985,2.291044776119403,3.6641791044776117,1.0,4.247761194029851,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,fixed_15m,1,15-30m,143,1.7482517482517483,4.223776223776224,4.811188811188811,4.580419580419581,3.3496503496503496,2.1468531468531467,2.3286713286713288,3.8111888111888113,1.0,4.335664335664336,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,fixed_15m,2,30-45m,135,1.6814814814814816,4.266666666666667,4.792592592592593,4.57037037037037,3.3185185185185184,2.037037037037037,2.2666666666666666,3.977777777777778,1.0074074074074073,4.385185185185185,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,fixed_15m,3,45-60m,96,1.6979166666666667,4.135416666666667,4.729166666666667,4.302083333333333,3.03125,2.0104166666666665,2.5208333333333335,3.8645833333333335,1.0,4.266666666666667,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,normalized_quartile,0,Q1,123,1.8617886178861789,4.138211382113822,4.796747967479675,4.463414634146342,3.3739837398373984,2.048780487804878,2.3089430894308944,3.6260162601626016,1.0,4.232520325203253,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,normalized_quartile,1,Q2,135,1.7555555555555555,4.229629629629629,4.837037037037037,4.607407407407408,3.3703703703703702,2.1481481481481484,2.3333333333333335,3.8296296296296295,1.0,4.34962962962963,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,normalized_quartile,2,Q3,129,1.7131782945736433,4.24031007751938,4.736434108527132,4.542635658914729,3.3410852713178296,2.0155038759689923,2.302325581395349,3.9767441860465116,1.0077519379844961,4.3565891472868215,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
071b1111ea14702baa81d46e561002e9e8421824,normalized_quartile,3,Q4,121,1.6694214876033058,4.181818181818182,4.776859504132231,4.371900826446281,3.0661157024793386,2.041322314049587,2.4132231404958677,3.8677685950413223,1.0,4.305785123966942,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,fixed_15m,0,0-15m,4,1.5,3.75,4.75,4.0,2.0,1.0,3.0,3.5,1.0,4.1,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,fixed_15m,1,15-30m,0,,,,,,,,,,,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,fixed_15m,2,30-45m,0,,,,,,,,,,,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,fixed_15m,3,45-60m,0,,,,,,,,,,,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,normalized_quartile,0,Q1,1,1.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,1.0,4.4,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,normalized_quartile,1,Q2,1,1.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,1.0,4.4,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,normalized_quartile,2,Q3,1,2.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,3.4,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0d0b996fd1664cceda98a0da67dd4a6ed3bf75b8,normalized_quartile,3,Q4,1,2.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,1.0,4.2,base_model_as_tool,Base model as tool,olmo3-32b-think,olmo3-32b-think,olmo3-32b-think,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260406
0e810c3a077d74956348bd4b33566f4e5e61696a,fixed_15m,0,0-15m,124,1.9919354838709677,4.008064516129032,4.790322580645161,4.508064516129032,2.435483870967742,1.653225806451613,3.1129032258064515,2.9516129032258065,1.0161290322580645,4.053225806451613,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,fixed_15m,1,15-30m,85,1.4705882352941178,4.529411764705882,4.988235294117647,4.905882352941177,2.023529411764706,1.2588235294117647,2.929411764705882,3.623529411764706,1.011764705882353,4.51529411764706,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,fixed_15m,2,30-45m,132,1.5227272727272727,4.46969696969697,4.9772727272727275,4.946969696969697,2.090909090909091,1.303030303030303,2.696969696969697,3.606060606060606,1.0,4.495454545454545,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,fixed_15m,3,45-60m,115,1.4,4.582608695652174,4.965217391304348,4.947826086956522,1.8521739130434782,1.2347826086956522,2.591304347826087,3.8086956521739133,1.0,4.580869565217391,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,normalized_quartile,0,Q1,143,1.9230769230769231,4.06993006993007,4.818181818181818,4.559440559440559,2.3846153846153846,1.5874125874125875,3.104895104895105,3.020979020979021,1.013986013986014,4.1090909090909085,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,normalized_quartile,1,Q2,161,1.5403726708074534,4.472049689440993,4.9813664596273295,4.925465838509317,2.080745341614907,1.3416149068322982,2.7888198757763973,3.6024844720496896,1.0062111801242235,4.488198757763975,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,normalized_quartile,2,Q3,161,1.391304347826087,4.577639751552795,4.962732919254658,4.944099378881988,1.9006211180124224,1.1987577639751552,2.608695652173913,3.7888198757763973,1.0,4.57639751552795,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
0e810c3a077d74956348bd4b33566f4e5e61696a,normalized_quartile,3,Q4,162,1.2037037037037037,4.771604938271605,4.962962962962963,4.944444444444445,1.6975308641975309,1.1790123456790123,2.4876543209876543,4.166666666666667,1.0123456790123457,4.728395061728395,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
1070484a0f3258ec45b59755da3012d94ea29a0c,fixed_15m,0,0-15m,54,2.0925925925925926,3.7037037037037037,4.648148148148148,4.537037037037037,2.8703703703703702,1.9444444444444444,2.0185185185185186,2.9814814814814814,1.0,3.955555555555556,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,fixed_15m,1,15-30m,0,,,,,,,,,,,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,fixed_15m,2,30-45m,0,,,,,,,,,,,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,fixed_15m,3,45-60m,0,,,,,,,,,,,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,normalized_quartile,0,Q1,17,2.0588235294117645,3.5294117647058822,4.411764705882353,4.176470588235294,3.176470588235294,2.0588235294117645,2.411764705882353,3.0588235294117645,1.0,3.823529411764706,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,normalized_quartile,1,Q2,13,2.076923076923077,3.8461538461538463,4.769230769230769,4.769230769230769,3.0,2.1538461538461537,2.076923076923077,2.6923076923076925,1.0,4.000000000000001,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,normalized_quartile,2,Q3,12,2.1666666666666665,3.9166666666666665,4.916666666666667,4.75,2.6666666666666665,1.75,1.9166666666666667,3.0,1.0,4.083333333333334,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
1070484a0f3258ec45b59755da3012d94ea29a0c,normalized_quartile,3,Q4,12,2.0833333333333335,3.5833333333333335,4.583333333333333,4.583333333333333,2.5,1.75,1.5,3.1666666666666665,1.0,3.9666666666666672,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
157bffe22d7d86eb0676ffe902ad39c39a5bfc65,fixed_15m,0,0-15m,139,1.935251798561151,3.9424460431654675,4.741007194244604,4.23021582733813,2.3884892086330933,1.4964028776978417,3.028776978417266,2.9136690647482015,1.0215827338129497,3.9784172661870505,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
157bffe22d7d86eb0676ffe902ad39c39a5bfc65,fixed_15m,1,15-30m,109,1.761467889908257,4.2110091743119265,4.889908256880734,4.513761467889908,2.1559633027522938,1.3027522935779816,2.834862385321101,3.2752293577981653,1.0091743119266054,4.225688073394496,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
157bffe22d7d86eb0676ffe902ad39c39a5bfc65,fixed_15m,2,30-45m,114,1.5701754385964912,4.4035087719298245,4.947368421052632,4.684210526315789,2.008771929824561,1.219298245614035,2.8859649122807016,3.4210526315789473,1.0,4.3771929824561395,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
157bffe22d7d86eb0676ffe902ad39c39a5bfc65,fixed_15m,3,45-60m,107,1.6635514018691588,4.308411214953271,4.925233644859813,4.4392523364485985,2.05607476635514,1.2897196261682242,2.607476635514019,3.336448598130841,1.0093457943925233,4.269158878504673,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
157bffe22d7d86eb0676ffe902ad39c39a5bfc65,normalized_quartile,0,Q1,163,1.9263803680981595,3.9693251533742333,4.766871165644171,4.269938650306749,2.3680981595092025,1.4723926380368098,3.0122699386503067,2.9693251533742333,1.01840490797546,4.0098159509202445,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
