run_uid,internal_family_label,model_display,condition,n_agents,run_id,is_seed,minutes_elapsed,row_uid,novelty,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity,collapse_index,prompt_sha1,validation_window,context_prompt_sha1
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,2.1789,913bc7cd297e7bf32e78d70795340b4913bae2b5,3,3,4,2,2,2.8,20c421f5fcd2082c5f55c0c823b457422edac4d8,early,20c421f5fcd2082c5f55c0c823b457422edac4d8
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,2.7783,c95675037957cf56d575a10425f119b3a7b99817,2,4,5,4,3,4.0,c8376d9cf5346ae748f004195a77a46cea7f7405,early,c8376d9cf5346ae748f004195a77a46cea7f7405
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,8.828,92c8184be4ca5a96d632ef7e1fa1064456cff9ce,2,4,5,4,2,3.8,c1ceb0b0dfee22de46af49391e22721579459069,early,c1ceb0b0dfee22de46af49391e22721579459069
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,13.1302,3a833ef4b612ee2150d61650e8970c8b2b3dad96,2,4,5,5,3,4.2,4259743f8996cffecaccbea8f6b120f559ab7b62,early,4259743f8996cffecaccbea8f6b120f559ab7b62
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,13.3896,95bda7e4b7c301ce2b89421ddca0aa362c43450f,2,4,5,5,2,4.0,66f3d7b174b0ff9346ddebf2cc5a5a803c59cda4,early,66f3d7b174b0ff9346ddebf2cc5a5a803c59cda4
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,45.6808,55c68b2151a95ea58f7649cf64e3fc4e6efa3cb1,2,4,5,5,3,4.2,fd7c54ddadadcac82ecc9ea074eea4cb6d9fb04a,late,fd7c54ddadadcac82ecc9ea074eea4cb6d9fb04a
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,47.3469,c2b472d1b4d1c6fc785a11a454aeb786ab503423,1,5,5,5,4,4.8,45b7b8302e083c59ca0aba90e13f1bae17214b64,late,45b7b8302e083c59ca0aba90e13f1bae17214b64
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,48.5659,bbf902aeff594aeda0e73c17fbe43e9caa10e122,1,5,5,5,4,4.8,3aef42c5ba1c264a106090b2f2d07239bbbf6f78,late,3aef42c5ba1c264a106090b2f2d07239bbbf6f78
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,50.0764,15fa3051c7a95ad8728def8d31a4434d170da5c8,2,4,5,4,2,3.8,5785f4e57805c396ecdc0f8aec5d352789f061bd,late,5785f4e57805c396ecdc0f8aec5d352789f061bd
fa1544d4921dee1eee06b14a95889337c8727c45,single_model_final,GLM-5,dom-tech,10,ec-dom-tech-n10-run01,False,56.2428,804b19de0ca1d4aedfd7028e89f278c16d2098f2,3,3,4,3,2,3.0,bd0e3b790b0d2b69316d82394fbdba8ab0dc8eaf,late,bd0e3b790b0d2b69316d82394fbdba8ab0dc8eaf
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,4.3956,9f2a70c3fc8017becbcd9644accd1e36b1aed7f5,2,4,5,5,4,4.4,a3d8d2a9fdfe502770f63afd36bc65612cdd658b,early,a3d8d2a9fdfe502770f63afd36bc65612cdd658b
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,5.4432,58ffbb66263e2afeb129793e2f8c32191673c314,2,4,5,4,2,3.8,27102eb59e1852ab5ee035672a27ed9339a27cd6,early,27102eb59e1852ab5ee035672a27ed9339a27cd6
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,10.0384,b6fa55b31bda68b3709b9a942cfdc3ede7aea8f6,2,4,5,5,3,4.2,2cd4aff27146b4e9774d46c8a05a1fcd3669621f,early,2cd4aff27146b4e9774d46c8a05a1fcd3669621f
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,11.2674,ea5cad6f826d42b4a80da831d4f16a6a42a3f000,2,4,5,5,3,4.2,bf60273e667c9a1f3941ec40917b563b0b1f9e14,early,bf60273e667c9a1f3941ec40917b563b0b1f9e14
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,14.0043,d0e99abcc10ae49d1984e1d4078e5d23dc7b8a6e,2,4,5,5,2,4.0,4231774730d79b6f356300eb17319eba23a5da5f,early,4231774730d79b6f356300eb17319eba23a5da5f
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,45.5566,36b02b06db89a24699e57df4daeb756d4eeafea6,2,4,5,4,3,4.0,3b677ec2c8708cd0e018e8b9d123b7671a3129cd,late,3b677ec2c8708cd0e018e8b9d123b7671a3129cd
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,48.0525,b64489b37145957a795fad18a5c2bfd083b7a5b5,2,4,5,5,3,4.2,5a1250d9840b5d596e54763bea1f641cb71b4a65,late,5a1250d9840b5d596e54763bea1f641cb71b4a65
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,52.8765,6ea184390b4aae9f8bafdc734ea9da60d675b935,2,4,5,5,3,4.2,eb79fcfba137cc50749cd7eb813842a40750818f,late,eb79fcfba137cc50749cd7eb813842a40750818f
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,54.3037,a36eef6157ede8e02594c5135faf9f38d342e5c8,3,3,4,3,2,3.0,c1ee886c994c74fde81071a63a66e1d4f4ed73de,late,c1ee886c994c74fde81071a63a66e1d4f4ed73de
a67c72b10e243c3cb1cc64235c83a876b68f4af6,single_model_final,GLM-5,mag0,10,ec-mag0-n10-run01,False,56.7874,7783cf46df813476cde10972385c343d547b62b3,2,4,5,5,3,4.2,1705734c7f23619cbe9caad9f538fd3f72c844da,late,1705734c7f23619cbe9caad9f538fd3f72c844da
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,8.5156,b7a8afdab93d774110a776028076a01958308d89,2,4,5,4,3,4.0,2f66d7d7a9e44a4edd9725c2ea1eda96a294aee9,early,2f66d7d7a9e44a4edd9725c2ea1eda96a294aee9
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,10.3342,704d5458f44353ced7720093a8bffcaa2cefc9a0,2,4,5,4,2,3.8,c47d96246ff410227579709f27a5a4d308712d5f,early,c47d96246ff410227579709f27a5a4d308712d5f
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,11.1835,6adb36e25aaa6ca58f666823b5b8f95418374f0e,2,4,5,4,3,4.0,0db017f10afc5f1c08fdc69f59ff20f5d32781ab,early,0db017f10afc5f1c08fdc69f59ff20f5d32781ab
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,12.3583,d5710c88d0bfa9ffbfe648c1069bc6cb387d97e8,2,4,5,4,3,4.0,0858f53226ecc8345827c5e412130cfe2e30b23a,early,0858f53226ecc8345827c5e412130cfe2e30b23a
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,14.0258,8130cd002c2ebfe44666fa8c318136cfdaf2ef38,2,4,5,4,4,4.2,1a6e3099e9a6e197e479b310cb601becbf279876,early,1a6e3099e9a6e197e479b310cb601becbf279876
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,47.3525,b2f0edfb8c6f4931d49f9a2cb916be842c6cd6df,2,3,4,3,3,3.4,c227e81997882546f1cbae44062d20e301187820,late,c227e81997882546f1cbae44062d20e301187820
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,49.9193,7f057f759e9a785b8d5a4b2a4c5ce6e8da7721b4,2,4,5,5,3,4.2,8bc89b438405e5a5ec8eb99e588800842f48b23b,late,8bc89b438405e5a5ec8eb99e588800842f48b23b
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,50.3117,bebf8b16f85119fd39c3d3a1809064ee45c8f963,2,4,5,5,4,4.4,d4f42b7852893175af2cccefe8b51a48c7d83189,late,d4f42b7852893175af2cccefe8b51a48c7d83189
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,54.6427,6889634e09ba7f904e0d3d821635174a25e8baec,2,4,5,4,4,4.2,1f2d3a93d9025cc83c9fc8cc9c9ef9ae759c35aa,late,1f2d3a93d9025cc83c9fc8cc9c9ef9ae759c35aa
ed89d518f117e12c753d18ad471c73ef335e5f8a,single_model_final,GLM-5,mag1,10,ec-mag1-n10-run01,False,56.3787,46b04f2ebc2318e058bbe926c26d6921c917f1c2,2,4,5,4,3,4.0,a4955496b707cc1f182bf5a4125d046713f85e3d,late,a4955496b707cc1f182bf5a4125d046713f85e3d
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,0.6729,cd0aaff2d779738bdb582d67c4e2984c91328c63,2,4,5,4,3,4.0,f8107e15a6696b26be61e3fb774e67b25bc72fce,early,f8107e15a6696b26be61e3fb774e67b25bc72fce
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,6.0713,95cadf901044b73a540619386c2c2f3f57721942,2,4,5,4,3,4.0,a7a545cf7730016cda550412a84d156c264d9e59,early,a7a545cf7730016cda550412a84d156c264d9e59
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,6.509,728f41e8464033c56b5a11f9fed0d437fc7573b8,2,4,5,4,3,4.0,f9f58bfeae3e292b7e3b1ee468b7b651a25941d2,early,f9f58bfeae3e292b7e3b1ee468b7b651a25941d2
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,8.069,fc31324ab192d568056a1719ea0a6737c641747f,2,4,5,5,4,4.4,40a7f4197193c288d8ad45b4af42e39a677bf061,early,40a7f4197193c288d8ad45b4af42e39a677bf061
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,8.9975,b5d53b8a3c1ff260eb10b57719c3f0638cbec046,2,4,5,4,3,4.0,832d2cfcb39af2fa43eac9c05ac36e9424e5f662,early,832d2cfcb39af2fa43eac9c05ac36e9424e5f662
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,46.1451,4301b60a4c788d342509c7028f47eb8637bff7f8,2,4,5,5,3,4.2,4bda5990753870c26e02af08fa1ad8f3cb2355b9,late,4bda5990753870c26e02af08fa1ad8f3cb2355b9
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,47.2298,f09cc37c26fb989fdeed55954bd0a6582173a6ee,2,4,5,5,3,4.2,7770d49682e10c52388f83156b8de4b7d0e35fa4,late,7770d49682e10c52388f83156b8de4b7d0e35fa4
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,48.4834,942ecbce64c4146fa39f32d4a5ac62b05f1eddb5,2,4,5,5,4,4.4,16d72b72b96b35928fa630a9a13f23611cc907ff,late,16d72b72b96b35928fa630a9a13f23611cc907ff
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,54.6575,8622fba0698ad26f8c3cf0b4c63e9d92e202ad5d,2,4,5,5,3,4.2,5f0398e60e05a30910e182c790c9977787c5b475,late,5f0398e60e05a30910e182c790c9977787c5b475
f6a9af6b0a8c242dfd9a45a69e65095585df6073,single_model_final,GLM-5,mag25,10,ec-mag25-n10-run01,False,56.5682,a5a75703d3bd770fd48d79f4cecab53eab9879d6,2,4,5,5,2,4.0,e1011d6005e185faf78c795e892a82a76970dcd6,late,e1011d6005e185faf78c795e892a82a76970dcd6
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,5.1237,d808c2e4e313d82d2b50585b053765d856186734,2,4,5,5,2,4.0,dc691d6c5a085163fafe119567e81d00c764115f,early,dc691d6c5a085163fafe119567e81d00c764115f
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,8.2758,1ac94e0604e05188b0e26e529af080e554336f24,3,3,4,4,2,3.2,b9586cc01d254fae83619a214a9b336c8cc18e37,early,b9586cc01d254fae83619a214a9b336c8cc18e37
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,10.4649,6cb18f1a9a5ea9a41e6179f3324fafac75646c4e,3,3,4,4,2,3.2,e8c0f2bd498d4d384d17b025b50dd7ad58f2e031,early,e8c0f2bd498d4d384d17b025b50dd7ad58f2e031
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,10.9909,03ef0361d4456d16661b001a13b16a71647e7ec8,2,4,5,5,2,4.0,0600f387ce6ce3f24ec1c67baecb7f5fd75d82f9,early,0600f387ce6ce3f24ec1c67baecb7f5fd75d82f9
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,11.734,b390a79e143b30f4e3d4525df73fcac8f3a8e0b4,2,4,5,5,4,4.4,7627cdaa2ffd1cf7002a49588e16ff384587b227,early,7627cdaa2ffd1cf7002a49588e16ff384587b227
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,45.2918,86d530e4de5fba45020af917f3eadc58e26fe860,1,5,5,5,4,4.8,00a7bee31d154b72d296c48ac5164909de6d8ce2,late,00a7bee31d154b72d296c48ac5164909de6d8ce2
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,45.5494,3812383a21d4967cf61b13abb82635423200f1b2,1,5,5,5,3,4.6,68c4224ca3726fa3a5456db6a498984b214b3ceb,late,68c4224ca3726fa3a5456db6a498984b214b3ceb
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,47.4412,d679234ab22a20630bfe237fd3c45091389af1c4,1,5,5,5,4,4.8,848c288ab963f43de7f2a0b475e263f24c02d64b,late,848c288ab963f43de7f2a0b475e263f24c02d64b
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,49.6636,ee2128703b7d7510a83d2c13c72622f2d2e87526,1,5,5,5,4,4.8,3c1ddd004b81ae08687b0e7c4604883206c52511,late,3c1ddd004b81ae08687b0e7c4604883206c52511
6336340d7b86d78a9e57368308f8d13d132bf5c7,single_model_final,GLM-5,mag5,10,ec-mag5-n10-run01,False,51.4973,3437aae8429871dac92dbe116df93417b9905904,2,4,5,4,3,4.0,167ba9162da00aa199539a517ef0c1b66460c711,late,167ba9162da00aa199539a517ef0c1b66460c711
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,0.3014,fac1b77e6b0eb2610243b3ff062ea780586b055b,2,4,5,4,3,4.0,7a8322f575e376abff4c85880eda4eb5ed8b919c,early,7a8322f575e376abff4c85880eda4eb5ed8b919c
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,1.0617,4815f49e8138d4503ac6d8844dac23519d0d679c,4,2,4,2,3,2.6,5bc485e24a2cddb8d57df04301eaeaada19bc2f5,early,5bc485e24a2cddb8d57df04301eaeaada19bc2f5
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,2.1545,dd4901bb7f73205aee092aa771dff1a03e24c858,2,4,5,5,4,4.4,9c61e36c39a0cac73dc57f28f258d0f30820f20c,early,9c61e36c39a0cac73dc57f28f258d0f30820f20c
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,3.0541,a86965fe4d0d314b94ce4d60bc5a4a08fb200b9b,1,5,5,5,4,4.8,c7a51191991948bed2a9f262f9daeccbc529f659,early,c7a51191991948bed2a9f262f9daeccbc529f659
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,3.2129,b07eecee611e83bb62c1cd4983673d1db9b2dd58,2,4,5,5,5,4.6,00c53aef92c0fb7f34deacc2d4e5157289d93eb0,early,00c53aef92c0fb7f34deacc2d4e5157289d93eb0
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,45.2311,109df39eb5a66cf7bdc4dc4ddb1a1dd2f68c6c33,1,5,5,5,5,5.0,d32a4c2bd19a5521afbcead1e1ba59632af3f715,late,d32a4c2bd19a5521afbcead1e1ba59632af3f715
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,46.1577,444d0f9d96c101d543b94b5fd0b4c01e93d9e183,2,4,5,5,4,4.4,82df2c2940b2d83ae139b9460f75a0d087992c1a,late,82df2c2940b2d83ae139b9460f75a0d087992c1a
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,47.1533,27c8c34673c5cb3ffd773d11d0fc675d33508451,2,4,5,4,5,4.4,3532c0ddd8a8fab035139b33c627afc497d1b3cd,late,3532c0ddd8a8fab035139b33c627afc497d1b3cd
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,51.85,6c1bb35ed32694567691ac76ae8fde4a692dd78b,2,4,5,5,4,4.4,8ae566c64e28ea336027b1508aa03ff5ba2f80cb,late,8ae566c64e28ea336027b1508aa03ff5ba2f80cb
5a3139019e30ef5344c4f09f69968cf1d93292a0,single_model_final,GPT-5,dom-agi,10,ec-dom-agi-run04,False,54.17,93dbf844e9e61c7c441ddbb5a45a96aa9a1f0fb7,1,5,5,5,4,4.8,62fcd9f3fa1c9500e126959383878a0b18df888d,late,62fcd9f3fa1c9500e126959383878a0b18df888d
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,1.027,ff413cf5cf8f9d608114fdd5bdec32053af92385,2,4,5,4,3,4.0,c2aec25c10f61733bee6d0918d6ac43e987c67b8,early,c2aec25c10f61733bee6d0918d6ac43e987c67b8
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,4.8694,8566d0bc9794069136284c6f0955190669c272b1,2,4,5,5,5,4.6,c0a9e05bd654abab47335743b60c2828b2fe15f7,early,c0a9e05bd654abab47335743b60c2828b2fe15f7
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,6.5194,9b830f4ad33bdcb76f9fc56b187e7b22503c6b7e,2,4,5,4,2,3.8,dc1c9444fb48e969f9b9bd4d87b531e7c2e4958d,early,dc1c9444fb48e969f9b9bd4d87b531e7c2e4958d
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,8.6168,39107d719de7d3cfdbfc16c7c8524667dc5611c3,2,4,5,5,5,4.6,78aeb618311bbb6f74e9a00262b5fb93ca97408a,early,78aeb618311bbb6f74e9a00262b5fb93ca97408a
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,10.7938,9aca1bfa0f733cd763a4e03e4bf3398f48764a81,1,5,5,5,5,5.0,41733c01dc9d5e8edfd49cac6747bc8fe3325586,early,41733c01dc9d5e8edfd49cac6747bc8fe3325586
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,45.046,b4b967d39893f3cfffaf617cfcf352d28a615033,1,5,5,5,5,5.0,5fac635db6fe87ecbf0c243cdf881b9654ebeebf,late,5fac635db6fe87ecbf0c243cdf881b9654ebeebf
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,45.3423,2f20e4d96379cb61141d425c4545b9f2a5bb87e6,1,5,5,5,5,5.0,e8b3cdd976ac6a8abe4388fe8f856d8bb1d0b4c6,late,e8b3cdd976ac6a8abe4388fe8f856d8bb1d0b4c6
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,50.2472,aa5b3d959d27fc78452f877a7d793863e81b1d4e,1,5,5,5,5,5.0,66f82ea283c340a8baf189dfbd0b9ce84072c956,late,66f82ea283c340a8baf189dfbd0b9ce84072c956
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,51.4815,7f9264bc900fba524d2a8d4b59a2647e0e85bc3e,1,5,5,5,5,5.0,ac0256b45a88701f9fc2fedbfdb65e0512c4a945,late,ac0256b45a88701f9fc2fedbfdb65e0512c4a945
558bbf089edf8ec148df65fb11c452f9dbe7425d,single_model_final,GPT-5,dom-tech,10,ec-dom-tech-run04,False,52.3292,a7ddc04264f04cefd8bd70ed0997c3d70bcd9884,1,5,5,5,5,5.0,feaff534c409e8e122ce58968e7f4414b83b56f1,late,feaff534c409e8e122ce58968e7f4414b83b56f1
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,1.5035,6dd65c57876a29d468ee99b377c903b602e2bcae,2,4,4,4,2,3.6,350797ff7f3e1ec729bb68171d96ebe4c5c64314,early,350797ff7f3e1ec729bb68171d96ebe4c5c64314
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,4.3688,8fa40a4483f0e05cf981ef1aa4272b546b0df50a,1,5,5,5,5,5.0,b8048db2a82a4b24d2c7ee054f1892f94e07d598,early,b8048db2a82a4b24d2c7ee054f1892f94e07d598
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,4.8447000000000005,4b279330db8e4395844817bed63aaf2464ecdc75,2,4,5,4,3,4.0,c119ccc0af9ef5e3106a9b097c8552195584478c,early,c119ccc0af9ef5e3106a9b097c8552195584478c
52cbe1b58dae376873d521996f9f08f26579623f,single_model_final,GPT-5,mag0,10,ec-mag0-run04,False,6.0291,6b926dfbb34481539f78447ea57c454f2aea6234,2,4,5,4,4,4.2,23a1ad0d7befc150047fe41d7c5c03e888846a0d,early,23a1ad0d7befc150047fe41d7c5c03e888846a0d
