scale,condition,condition_label,bin_idx,bin_center,n_posts,topic_entropy,topic_entropy_norm,t0_Introspection,t1_Efficiency,t2_Verifiability,t3_Falsifiability,t4_Coordination,t5_Safety
gemini_n30,mag0,Empty feed,2,37.5,324,0.9966716108499325,0.385565210548269,0.4660493827160494,0.0,0.0,0.0,0.0,0.5339506172839507
gemini_n30,mag0,Empty feed,3,52.5,269,0.9937605414651085,0.3844390551846953,0.45353159851301117,0.0,0.0,0.0,0.0,0.5464684014869888
gemini_n30,mag1,1 conspiracy,0,7.5,232,0.7743839920525272,0.2995726212030111,0.8146551724137931,0.017241379310344827,0.0,0.0,0.0,0.16810344827586207
gemini_n30,mag1,1 conspiracy,1,22.5,307,1.0936556625435208,0.4230837632029135,0.5504885993485342,0.016286644951140065,0.0,0.0,0.0,0.43322475570032576
gemini_n30,mag1,1 conspiracy,2,37.5,221,0.8493598010456583,0.32857722338668466,0.248868778280543,0.004524886877828055,0.0,0.0,0.0,0.746606334841629
gemini_n30,mag1,1 conspiracy,3,52.5,115,0.9920934840268945,0.38379414933490097,0.16521739130434782,0.06956521739130435,0.0,0.0,0.0,0.7652173913043478
gemini_n30,mag5,5 conspiracies,0,7.5,306,0.7980703919536354,0.3087357714980348,0.7581699346405228,0.0,0.0,0.0,0.0,0.24183006535947713
gemini_n30,mag5,5 conspiracies,1,22.5,291,0.4066937829111963,0.15733063160403152,0.06529209621993128,0.006872852233676976,0.0,0.0,0.0,0.9278350515463918
gemini_n30,mag5,5 conspiracies,2,37.5,0,2.584962500721156,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
gemini_n30,mag5,5 conspiracies,3,52.5,0,2.584962500721156,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
gemini_n30,mag25,25 conspiracies,0,7.5,293,0.3119944107055339,0.12069591362292231,0.9522184300341296,0.0034129692832764505,0.0,0.0034129692832764505,0.0,0.040955631399317405
gemini_n30,mag25,25 conspiracies,1,22.5,292,0.997257167842007,0.38579173491444885,0.5308219178082192,0.0,0.0,0.0,0.0,0.4691780821917808
gemini_n30,mag25,25 conspiracies,2,37.5,0,2.584962500721156,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
gemini_n30,mag25,25 conspiracies,3,52.5,0,2.584962500721156,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
gemini_n30,dom-agi,25 AGI hype,0,7.5,301,0.9838167419385946,0.3805922684232859,0.42524916943521596,0.0,0.0,0.0,0.0,0.574750830564784
gemini_n30,dom-agi,25 AGI hype,1,22.5,201,0.995978956518722,0.38529725527579706,0.5373134328358209,0.0,0.0,0.0,0.0,0.4626865671641791
gemini_n30,dom-agi,25 AGI hype,2,37.5,94,0.9970590569034106,0.38571509514170893,0.5319148936170213,0.0,0.0,0.0,0.0,0.46808510638297873
gemini_n30,dom-agi,25 AGI hype,3,52.5,54,0.964078764808229,0.3729565765612728,0.6111111111111112,0.0,0.0,0.0,0.0,0.3888888888888889
gemini_n30,dom-tech,25 tech humor,0,7.5,318,0.6399116218248163,0.24755160728493855,0.8553459119496856,0.0,0.0,0.0031446540880503146,0.0031446540880503146,0.13836477987421383
gemini_n30,dom-tech,25 tech humor,1,22.5,353,0.9278940780403132,0.358958428906202,0.6798866855524079,0.0,0.0028328611898017,0.0,0.0,0.31728045325779036
gemini_n30,dom-tech,25 tech humor,2,37.5,305,0.9958940572187875,0.3852644117432852,0.5377049180327869,0.0,0.0,0.0,0.0,0.46229508196721314
gemini_n30,dom-tech,25 tech humor,3,52.5,262,0.7111114700192736,0.2750954684336375,0.1946564885496183,0.0,0.0,0.0,0.0,0.8053435114503816
